plate_well,WellId,Plate,Plate_number,Drug_name,Treatment,Metadata_dil_factor,Metadata_concentration_uM,PlateNumber,Row,Column,cell_counts,label
1A2_N13,N13,Plate1_drugs,1,bendamustine,treated,0.25,5,1A2,14,13,124,5
1A2_N14,N14,Plate1_drugs,1,DMSO,control,NULL,NULL,1A2,14,14,670,1
1A2_N15,N15,Plate1_drugs,1,bendamustine,treated,0.125,2.5,1A2,14,15,118,4
1A2_N16,N16,Plate1_drugs,1,bendamustine,treated,0.0625,1.25,1A2,14,16,201,3
1A2_N17,N17,Plate1_drugs,1,bendamustine,treated,0.03125,0.625,1A2,14,17,657,2
1A2_N18,N18,Plate1_drugs,1,bendamustine,treated,0.015625,0.3125,1A2,14,18,830,1
1A2_N20,N20,Plate1_drugs,1,DMSO,control,NULL,NULL,1A2,14,20,848,1
1A2_O05,O05,Plate1_drugs,1,DMSO,control,NULL,NULL,1A2,15,5,788,1
1A2_O10,O10,Plate1_drugs,1,DMSO,control,NULL,NULL,1A2,15,10,642,1
1A2_O15,O15,Plate1_drugs,1,DMSO,control,NULL,NULL,1A2,15,15,604,1
1A2_O21,O21,Plate1_drugs,1,DMSO,control,NULL,NULL,1A2,15,21,665,1
1A3_B02,B02,Plate1_drugs,1,DMSO,control,NULL,NULL,1A3,2,2,605,1
1A3_B03,B03,Plate1_drugs,1,bleomycin,treated,1,20,1A3,2,3,571,7
1A3_B04,B04,Plate1_drugs,1,bleomycin,treated,0.5,10,1A3,2,4,681,6
1A3_B05,B05,Plate1_drugs,1,bleomycin,treated,0.25,5,1A3,2,5,528,5
1A3_B06,B06,Plate1_drugs,1,bleomycin,treated,0.125,2.5,1A3,2,6,723,4
1A3_B07,B07,Plate1_drugs,1,bleomycin,treated,0.0625,1.25,1A3,2,7,635,3
1A3_B08,B08,Plate1_drugs,1,DMSO,control,NULL,NULL,1A3,2,8,680,1
1A3_B09,B09,Plate1_drugs,1,bleomycin,treated,0.03125,0.625,1A3,2,9,702,2
1A3_B10,B10,Plate1_drugs,1,bleomycin,treated,0.015625,0.3125,1A3,2,10,643,1
1A3_B11,B11,Plate1_drugs,1,alvocidib,treated,1,20,1A3,2,11,112,7
1A3_B12,B12,Plate1_drugs,1,alvocidib,treated,0.5,10,1A3,2,12,95,6
1A3_B13,B13,Plate1_drugs,1,alvocidib,treated,0.25,5,1A3,2,13,100,5
1A3_B14,B14,Plate1_drugs,1,DMSO,control,NULL,NULL,1A3,2,14,603,1
1A3_B15,B15,Plate1_drugs,1,alvocidib,treated,0.125,2.5,1A3,2,15,128,4
1A3_B16,B16,Plate1_drugs,1,alvocidib,treated,0.0625,1.25,1A3,2,16,359,3
1A3_B17,B17,Plate1_drugs,1,alvocidib,treated,0.03125,0.625,1A3,2,17,474,2
1A3_B18,B18,Plate1_drugs,1,alvocidib,treated,0.015625,0.3125,1A3,2,18,627,1
1A3_B19,B19,Plate1_drugs,1,floxuridine,treated,1,20,1A3,2,19,406,7
1A3_B20,B20,Plate1_drugs,1,DMSO,control,NULL,NULL,1A3,2,20,660,1
1A3_B21,B21,Plate1_drugs,1,floxuridine,treated,0.5,10,1A3,2,21,480,6
1A3_B22,B22,Plate1_drugs,1,floxuridine,treated,0.25,5,1A3,2,22,426,5
1A3_B23,B23,Plate1_drugs,1,floxuridine,treated,0.125,2.5,1A3,2,23,538,4
1A3_C02,C02,Plate1_drugs,1,floxuridine,treated,0.0625,1.25,1A3,3,2,623,3
1A3_C03,C03,Plate1_drugs,1,DMSO,control,NULL,NULL,1A3,3,3,763,1
1A3_C04,C04,Plate1_drugs,1,floxuridine,treated,0.03125,0.625,1A3,3,4,727,2
1A3_C05,C05,Plate1_drugs,1,floxuridine,treated,0.015625,0.3125,1A3,3,5,635,1
1A3_C06,C06,Plate1_drugs,1,haloperidol,treated,1,20,1A3,3,6,732,7
1A3_C07,C07,Plate1_drugs,1,haloperidol,treated,0.5,10,1A3,3,7,769,6
1A3_C08,C08,Plate1_drugs,1,haloperidol,treated,0.25,5,1A3,3,8,801,5
1A3_C09,C09,Plate1_drugs,1,DMSO,control,NULL,NULL,1A3,3,9,742,1
1A3_C10,C10,Plate1_drugs,1,haloperidol,treated,0.125,2.5,1A3,3,10,836,4
1A3_C11,C11,Plate1_drugs,1,haloperidol,treated,0.0625,1.25,1A3,3,11,767,3
1A3_C12,C12,Plate1_drugs,1,haloperidol,treated,0.03125,0.625,1A3,3,12,738,2
1A3_C13,C13,Plate1_drugs,1,haloperidol,treated,0.015625,0.3125,1A3,3,13,825,1
1A3_C14,C14,Plate1_drugs,1,tolfenamic-acid,treated,1,20,1A3,3,14,702,7
1A3_C15,C15,Plate1_drugs,1,DMSO,control,NULL,NULL,1A3,3,15,807,1
1A3_C16,C16,Plate1_drugs,1,tolfenamic-acid,treated,0.5,10,1A3,3,16,907,6
1A3_C17,C17,Plate1_drugs,1,tolfenamic-acid,treated,0.25,5,1A3,3,17,868,5
1A3_C18,C18,Plate1_drugs,1,tolfenamic-acid,treated,0.125,2.5,1A3,3,18,964,4
1A3_C19,C19,Plate1_drugs,1,tolfenamic-acid,treated,0.0625,1.25,1A3,3,19,915,3
1A3_C20,C20,Plate1_drugs,1,tolfenamic-acid,treated,0.03125,0.625,1A3,3,20,883,2
1A3_C21,C21,Plate1_drugs,1,DMSO,control,NULL,NULL,1A3,3,21,812,1
1A3_C22,C22,Plate1_drugs,1,tolfenamic-acid,treated,0.015625,0.3125,1A3,3,22,753,1
1A3_C23,C23,Plate1_drugs,1,amygdalin,treated,1,20,1A3,3,23,737,7
1A3_D02,D02,Plate1_drugs,1,amygdalin,treated,0.5,10,1A3,4,2,879,6
1A3_D03,D03,Plate1_drugs,1,amygdalin,treated,0.25,5,1A3,4,3,710,5
1A3_D04,D04,Plate1_drugs,1,DMSO,control,NULL,NULL,1A3,4,4,776,1
1A3_D05,D05,Plate1_drugs,1,amygdalin,treated,0.125,2.5,1A3,4,5,847,4
1A3_D06,D06,Plate1_drugs,1,amygdalin,treated,0.0625,1.25,1A3,4,6,860,3
1A3_D07,D07,Plate1_drugs,1,amygdalin,treated,0.03125,0.625,1A3,4,7,787,2
1A3_D08,D08,Plate1_drugs,1,amygdalin,treated,0.015625,0.3125,1A3,4,8,893,1
1A3_D09,D09,Plate1_drugs,1,nocodazole,treated,1,20,1A3,4,9,183,7
1A3_D10,D10,Plate1_drugs,1,DMSO,control,NULL,NULL,1A3,4,10,853,1
1A3_D11,D11,Plate1_drugs,1,nocodazole,treated,0.5,10,1A3,4,11,344,6
1A3_D12,D12,Plate1_drugs,1,nocodazole,treated,0.25,5,1A3,4,12,611,5
1A3_D13,D13,Plate1_drugs,1,nocodazole,treated,0.125,2.5,1A3,4,13,659,4
1A3_D14,D14,Plate1_drugs,1,nocodazole,treated,0.0625,1.25,1A3,4,14,874,3
1A3_D15,D15,Plate1_drugs,1,nocodazole,treated,0.03125,0.625,1A3,4,15,738,2
1A3_D16,D16,Plate1_drugs,1,DMSO,control,NULL,NULL,1A3,4,16,766,1
1A3_D17,D17,Plate1_drugs,1,nocodazole,treated,0.015625,0.3125,1A3,4,17,894,1
1A3_D18,D18,Plate1_drugs,1,CPI-613,treated,1,20,1A3,4,18,885,7
1A3_D19,D19,Plate1_drugs,1,CPI-613,treated,0.5,10,1A3,4,19,869,6
1A3_D20,D20,Plate1_drugs,1,CPI-613,treated,0.25,5,1A3,4,20,986,5
1A3_D21,D21,Plate1_drugs,1,CPI-613,treated,0.125,2.5,1A3,4,21,781,4
1A3_D22,D22,Plate1_drugs,1,DMSO,control,NULL,NULL,1A3,4,22,769,1
1A3_D23,D23,Plate1_drugs,1,CPI-613,treated,0.0625,1.25,1A3,4,23,818,3
1A3_E02,E02,Plate1_drugs,1,CPI-613,treated,0.03125,0.625,1A3,5,2,762,2
1A3_E03,E03,Plate1_drugs,1,CPI-613,treated,0.015625,0.3125,1A3,5,3,802,1
1A3_E04,E04,Plate1_drugs,1,daunorubicin,treated,1,5,1A3,5,4,136,7
1A3_E05,E05,Plate1_drugs,1,DMSO,control,NULL,NULL,1A3,5,5,811,1
1A3_E06,E06,Plate1_drugs,1,daunorubicin,treated,0.5,2.5,1A3,5,6,324,6
1A3_E07,E07,Plate1_drugs,1,daunorubicin,treated,0.25,1.25,1A3,5,7,399,5
1A3_E08,E08,Plate1_drugs,1,daunorubicin,treated,0.125,0.625,1A3,5,8,788,4
1A3_E09,E09,Plate1_drugs,1,daunorubicin,treated,0.0625,0.3125,1A3,5,9,863,3
1A3_E10,E10,Plate1_drugs,1,daunorubicin,treated,0.03125,0.15625,1A3,5,10,765,2
1A3_E11,E11,Plate1_drugs,1,DMSO,control,NULL,NULL,1A3,5,11,855,1
1A3_E12,E12,Plate1_drugs,1,daunorubicin,treated,0.015625,0.078125,1A3,5,12,763,1
1A3_E13,E13,Plate1_drugs,1,chlortetracycline,treated,1,20,1A3,5,13,576,7
1A3_E14,E14,Plate1_drugs,1,chlortetracycline,treated,0.5,10,1A3,5,14,692,6
1A3_E15,E15,Plate1_drugs,1,chlortetracycline,treated,0.25,5,1A3,5,15,852,5
1A3_E16,E16,Plate1_drugs,1,chlortetracycline,treated,0.125,2.5,1A3,5,16,892,4
1A3_E17,E17,Plate1_drugs,1,DMSO,control,NULL,NULL,1A3,5,17,861,1
1A3_E18,E18,Plate1_drugs,1,chlortetracycline,treated,0.0625,1.25,1A3,5,18,876,3
1A3_E19,E19,Plate1_drugs,1,chlortetracycline,treated,0.03125,0.625,1A3,5,19,898,2
1A3_E20,E20,Plate1_drugs,1,chlortetracycline,treated,0.015625,0.3125,1A3,5,20,901,1
1A3_E21,E21,Plate1_drugs,1,mepacrine,treated,1,20,1A3,5,21,605,7
1A3_E22,E22,Plate1_drugs,1,mepacrine,treated,0.5,10,1A3,5,22,738,6
1A3_E23,E23,Plate1_drugs,1,DMSO,control,NULL,NULL,1A3,5,23,833,1
1A3_F02,F02,Plate1_drugs,1,mepacrine,treated,0.25,5,1A3,6,2,711,5
1A3_F03,F03,Plate1_drugs,1,mepacrine,treated,0.125,2.5,1A3,6,3,705,4
1A3_F04,F04,Plate1_drugs,1,mepacrine,treated,0.0625,1.25,1A3,6,4,775,3
1A3_F05,F05,Plate1_drugs,1,mepacrine,treated,0.03125,0.625,1A3,6,5,840,2
1A3_F06,F06,Plate1_drugs,1,DMSO,control,NULL,NULL,1A3,6,6,897,1
1A3_F07,F07,Plate1_drugs,1,mepacrine,treated,0.015625,0.3125,1A3,6,7,755,1
1A3_F08,F08,Plate1_drugs,1,irinotecan,treated,1,20,1A3,6,8,519,7
1A3_F09,F09,Plate1_drugs,1,irinotecan,treated,0.5,10,1A3,6,9,465,6
1A3_F10,F10,Plate1_drugs,1,irinotecan,treated,0.25,5,1A3,6,10,565,5
1A3_F11,F11,Plate1_drugs,1,irinotecan,treated,0.125,2.5,1A3,6,11,501,4
1A3_F12,F12,Plate1_drugs,1,DMSO,control,NULL,NULL,1A3,6,12,726,1
1A3_F13,F13,Plate1_drugs,1,irinotecan,treated,0.0625,1.25,1A3,6,13,622,3
1A3_F14,F14,Plate1_drugs,1,irinotecan,treated,0.03125,0.625,1A3,6,14,626,2
1A3_F15,F15,Plate1_drugs,1,irinotecan,treated,0.015625,0.3125,1A3,6,15,808,1
1A3_F16,F16,Plate1_drugs,1,brefeldin-a,treated,1,20,1A3,6,16,450,7
1A3_F17,F17,Plate1_drugs,1,brefeldin-a,treated,0.5,10,1A3,6,17,456,6
1A3_F18,F18,Plate1_drugs,1,DMSO,control,NULL,NULL,1A3,6,18,891,1
1A3_F19,F19,Plate1_drugs,1,brefeldin-a,treated,0.25,5,1A3,6,19,494,5
1A3_F20,F20,Plate1_drugs,1,brefeldin-a,treated,0.125,2.5,1A3,6,20,454,4
1A3_F21,F21,Plate1_drugs,1,brefeldin-a,treated,0.0625,1.25,1A3,6,21,410,3
1A3_F22,F22,Plate1_drugs,1,brefeldin-a,treated,0.03125,0.625,1A3,6,22,361,2
1A3_F23,F23,Plate1_drugs,1,brefeldin-a,treated,0.015625,0.3125,1A3,6,23,470,1
1A3_G02,G02,Plate1_drugs,1,DMSO,control,NULL,NULL,1A3,7,2,860,1
1A3_G03,G03,Plate1_drugs,1,mdivi-1,treated,1,20,1A3,7,3,784,7
1A3_G04,G04,Plate1_drugs,1,mdivi-1,treated,0.5,10,1A3,7,4,473,6
1A3_G05,G05,Plate1_drugs,1,mdivi-1,treated,0.25,5,1A3,7,5,898,5
1A3_G06,G06,Plate1_drugs,1,mdivi-1,treated,0.125,2.5,1A3,7,6,828,4
1A3_G07,G07,Plate1_drugs,1,DMSO,control,NULL,NULL,1A3,7,7,892,1
1A3_G08,G08,Plate1_drugs,1,mdivi-1,treated,0.0625,1.25,1A3,7,8,844,3
1A3_G09,G09,Plate1_drugs,1,mdivi-1,treated,0.03125,0.625,1A3,7,9,709,2
1A3_G10,G10,Plate1_drugs,1,mdivi-1,treated,0.015625,0.3125,1A3,7,10,754,1
1A3_G11,G11,Plate1_drugs,1,erastin,treated,1,20,1A3,7,11,885,7
1A3_G12,G12,Plate1_drugs,1,erastin,treated,0.5,10,1A3,7,12,805,6
1A3_G13,G13,Plate1_drugs,1,DMSO,control,NULL,NULL,1A3,7,13,722,1
1A3_G14,G14,Plate1_drugs,1,erastin,treated,0.25,5,1A3,7,14,840,5
1A3_G15,G15,Plate1_drugs,1,erastin,treated,0.125,2.5,1A3,7,15,882,4
1A3_G16,G16,Plate1_drugs,1,erastin,treated,0.0625,1.25,1A3,7,16,824,3
1A3_G17,G17,Plate1_drugs,1,erastin,treated,0.03125,0.625,1A3,7,17,937,2
1A3_G18,G18,Plate1_drugs,1,erastin,treated,0.015625,0.3125,1A3,7,18,858,1
1A3_G19,G19,Plate1_drugs,1,DMSO,control,NULL,NULL,1A3,7,19,837,1
1A3_G20,G20,Plate1_drugs,1,golgicide-A,treated,1,20,1A3,7,20,606,7
1A3_G21,G21,Plate1_drugs,1,golgicide-A,treated,0.5,10,1A3,7,21,894,6
1A3_G22,G22,Plate1_drugs,1,golgicide-A,treated,0.25,5,1A3,7,22,864,5
1A3_G23,G23,Plate1_drugs,1,golgicide-A,treated,0.125,2.5,1A3,7,23,781,4
1A3_H02,H02,Plate1_drugs,1,golgicide-A,treated,0.0625,1.25,1A3,8,2,826,3
1A3_H03,H03,Plate1_drugs,1,DMSO,control,NULL,NULL,1A3,8,3,812,1
1A3_H04,H04,Plate1_drugs,1,golgicide-A,treated,0.03125,0.625,1A3,8,4,792,2
1A3_H05,H05,Plate1_drugs,1,golgicide-A,treated,0.015625,0.3125,1A3,8,5,777,1
1A3_H06,H06,Plate1_drugs,1,MG-101,treated,1,20,1A3,8,6,57,7
1A3_H07,H07,Plate1_drugs,1,MG-101,treated,0.5,10,1A3,8,7,133,6
1A3_H08,H08,Plate1_drugs,1,DMSO,control,NULL,NULL,1A3,8,8,882,1
1A3_H09,H09,Plate1_drugs,1,MG-101,treated,0.25,5,1A3,8,9,177,5
1A3_H10,H10,Plate1_drugs,1,MG-101,treated,0.125,2.5,1A3,8,10,369,4
1A3_H11,H11,Plate1_drugs,1,MG-101,treated,0.0625,1.25,1A3,8,11,771,3
1A3_H12,H12,Plate1_drugs,1,MG-101,treated,0.03125,0.625,1A3,8,12,780,2
1A3_H13,H13,Plate1_drugs,1,MG-101,treated,0.015625,0.3125,1A3,8,13,865,1
1A3_H14,H14,Plate1_drugs,1,DMSO,control,NULL,NULL,1A3,8,14,830,1
1A3_H15,H15,Plate1_drugs,1,leupeptin,treated,1,20,1A3,8,15,890,7
1A3_H16,H16,Plate1_drugs,1,leupeptin,treated,0.5,10,1A3,8,16,842,6
1A3_H17,H17,Plate1_drugs,1,leupeptin,treated,0.25,5,1A3,8,17,750,5
1A3_H18,H18,Plate1_drugs,1,leupeptin,treated,0.125,2.5,1A3,8,18,911,4
1A3_H19,H19,Plate1_drugs,1,leupeptin,treated,0.0625,1.25,1A3,8,19,686,3
1A3_H20,H20,Plate1_drugs,1,DMSO,control,NULL,NULL,1A3,8,20,842,1
1A3_H21,H21,Plate1_drugs,1,leupeptin,treated,0.03125,0.625,1A3,8,21,868,2
1A3_H22,H22,Plate1_drugs,1,leupeptin,treated,0.015625,0.3125,1A3,8,22,837,1
1A3_H23,H23,Plate1_drugs,1,BTB06584,treated,1,20,1A3,8,23,801,7
1A3_I02,I02,Plate1_drugs,1,BTB06584,treated,0.5,10,1A3,9,2,740,6
1A3_I03,I03,Plate1_drugs,1,BTB06584,treated,0.25,5,1A3,9,3,874,5
1A3_I04,I04,Plate1_drugs,1,DMSO,control,NULL,NULL,1A3,9,4,873,1
1A3_I05,I05,Plate1_drugs,1,BTB06584,treated,0.125,2.5,1A3,9,5,849,4
1A3_I06,I06,Plate1_drugs,1,BTB06584,treated,0.0625,1.25,1A3,9,6,914,3
1A3_I07,I07,Plate1_drugs,1,BTB06584,treated,0.03125,0.625,1A3,9,7,881,2
1A3_I08,I08,Plate1_drugs,1,BTB06584,treated,0.015625,0.3125,1A3,9,8,847,1
1A3_I09,I09,Plate1_drugs,1,DMSO,control,NULL,NULL,1A3,9,9,738,1
1A3_I10,I10,Plate1_drugs,1,CK-636,treated,1,20,1A3,9,10,739,7
1A3_I11,I11,Plate1_drugs,1,CK-636,treated,0.5,10,1A3,9,11,757,6
1A3_I12,I12,Plate1_drugs,1,CK-636,treated,0.25,5,1A3,9,12,743,5
1A3_I13,I13,Plate1_drugs,1,CK-636,treated,0.125,2.5,1A3,9,13,811,4
1A3_I14,I14,Plate1_drugs,1,CK-636,treated,0.0625,1.25,1A3,9,14,786,3
1A3_I15,I15,Plate1_drugs,1,DMSO,control,NULL,NULL,1A3,9,15,690,1
1A3_I16,I16,Plate1_drugs,1,CK-636,treated,0.03125,0.625,1A3,9,16,833,2
1A3_I17,I17,Plate1_drugs,1,CK-636,treated,0.015625,0.3125,1A3,9,17,915,1
1A3_I18,I18,Plate1_drugs,1,eliglustat,treated,1,20,1A3,9,18,791,7
1A3_I19,I19,Plate1_drugs,1,eliglustat,treated,0.5,10,1A3,9,19,787,6
1A3_I20,I20,Plate1_drugs,1,eliglustat,treated,0.25,5,1A3,9,20,918,5
1A3_I21,I21,Plate1_drugs,1,DMSO,control,NULL,NULL,1A3,9,21,891,1
1A3_I22,I22,Plate1_drugs,1,eliglustat,treated,0.125,2.5,1A3,9,22,791,4
1A3_I23,I23,Plate1_drugs,1,eliglustat,treated,0.0625,1.25,1A3,9,23,765,3
1A3_J02,J02,Plate1_drugs,1,eliglustat,treated,0.03125,0.625,1A3,10,2,931,2
1A3_J03,J03,Plate1_drugs,1,eliglustat,treated,0.015625,0.3125,1A3,10,3,852,1
1A3_J04,J04,Plate1_drugs,1,dynasore,treated,1,20,1A3,10,4,581,7
1A3_J05,J05,Plate1_drugs,1,DMSO,control,NULL,NULL,1A3,10,5,806,1
1A3_J06,J06,Plate1_drugs,1,dynasore,treated,0.5,10,1A3,10,6,679,6
1A3_J07,J07,Plate1_drugs,1,dynasore,treated,0.25,5,1A3,10,7,706,5
1A3_J08,J08,Plate1_drugs,1,dynasore,treated,0.125,2.5,1A3,10,8,903,4
1A3_J09,J09,Plate1_drugs,1,dynasore,treated,0.0625,1.25,1A3,10,9,823,3
1A3_J10,J10,Plate1_drugs,1,DMSO,control,NULL,NULL,1A3,10,10,709,1
1A3_J11,J11,Plate1_drugs,1,dynasore,treated,0.03125,0.625,1A3,10,11,811,2
1A3_J12,J12,Plate1_drugs,1,dynasore,treated,0.015625,0.3125,1A3,10,12,832,1
1A3_J13,J13,Plate1_drugs,1,LTX-315,treated,1,20,1A3,10,13,34,7
1A3_J14,J14,Plate1_drugs,1,LTX-315,treated,0.5,10,1A3,10,14,152,6
1A3_J15,J15,Plate1_drugs,1,LTX-315,treated,0.25,5,1A3,10,15,633,5
1A3_J16,J16,Plate1_drugs,1,DMSO,control,NULL,NULL,1A3,10,16,779,1
1A3_J17,J17,Plate1_drugs,1,LTX-315,treated,0.125,2.5,1A3,10,17,819,4
1A3_J18,J18,Plate1_drugs,1,LTX-315,treated,0.0625,1.25,1A3,10,18,918,3
1A3_J19,J19,Plate1_drugs,1,LTX-315,treated,0.03125,0.625,1A3,10,19,816,2
1A3_J20,J20,Plate1_drugs,1,LTX-315,treated,0.015625,0.3125,1A3,10,20,847,1
1A3_J21,J21,Plate1_drugs,1,rolipram,treated,1,20,1A3,10,21,756,7
1A3_J22,J22,Plate1_drugs,1,DMSO,control,NULL,NULL,1A3,10,22,729,1
1A3_J23,J23,Plate1_drugs,1,rolipram,treated,0.5,10,1A3,10,23,842,6
1A3_K02,K02,Plate1_drugs,1,rolipram,treated,0.25,5,1A3,11,2,711,5
1A3_K03,K03,Plate1_drugs,1,rolipram,treated,0.125,2.5,1A3,11,3,758,4
1A3_K04,K04,Plate1_drugs,1,rolipram,treated,0.0625,1.25,1A3,11,4,769,3
1A3_K05,K05,Plate1_drugs,1,rolipram,treated,0.03125,0.625,1A3,11,5,837,2
1A3_K06,K06,Plate1_drugs,1,DMSO,control,NULL,NULL,1A3,11,6,799,1
1A3_K07,K07,Plate1_drugs,1,rolipram,treated,0.015625,0.3125,1A3,11,7,840,1
1A3_K08,K08,Plate1_drugs,1,FCCP,treated,1,20,1A3,11,8,560,7
1A3_K09,K09,Plate1_drugs,1,FCCP,treated,0.5,10,1A3,11,9,470,6
1A3_K10,K10,Plate1_drugs,1,FCCP,treated,0.25,5,1A3,11,10,774,5
1A3_K11,K11,Plate1_drugs,1,DMSO,control,NULL,NULL,1A3,11,11,896,1
1A3_K12,K12,Plate1_drugs,1,FCCP,treated,0.125,2.5,1A3,11,12,632,4
1A3_K13,K13,Plate1_drugs,1,FCCP,treated,0.0625,1.25,1A3,11,13,735,3
1A3_K14,K14,Plate1_drugs,1,FCCP,treated,0.03125,0.625,1A3,11,14,726,2
1A3_K15,K15,Plate1_drugs,1,FCCP,treated,0.015625,0.3125,1A3,11,15,688,1
1A3_K16,K16,Plate1_drugs,1,mitomycin-c,treated,1,20,1A3,11,16,239,7
1A3_K17,K17,Plate1_drugs,1,DMSO,control,NULL,NULL,1A3,11,17,875,1
1A3_K18,K18,Plate1_drugs,1,mitomycin-c,treated,0.5,10,1A3,11,18,457,6
1A3_K19,K19,Plate1_drugs,1,mitomycin-c,treated,0.25,5,1A3,11,19,525,5
1A3_K20,K20,Plate1_drugs,1,mitomycin-c,treated,0.125,2.5,1A3,11,20,547,4
1A3_K21,K21,Plate1_drugs,1,mitomycin-c,treated,0.0625,1.25,1A3,11,21,626,3
1A3_K22,K22,Plate1_drugs,1,mitomycin-c,treated,0.03125,0.625,1A3,11,22,628,2
1A3_K23,K23,Plate1_drugs,1,DMSO,control,NULL,NULL,1A3,11,23,838,1
1A3_L02,L02,Plate1_drugs,1,DMSO,control,NULL,NULL,1A3,12,2,707,1
1A3_L03,L03,Plate1_drugs,1,mitomycin-c,treated,0.015625,0.3125,1A3,12,3,539,1
1A3_L04,L04,Plate1_drugs,1,paclitaxel,treated,1,20,1A3,12,4,830,7
1A3_L05,L05,Plate1_drugs,1,paclitaxel,treated,0.5,10,1A3,12,5,837,6
1A3_L06,L06,Plate1_drugs,1,paclitaxel,treated,0.25,5,1A3,12,6,816,5
1A3_L07,L07,Plate1_drugs,1,DMSO,control,NULL,NULL,1A3,12,7,781,1
1A3_L08,L08,Plate1_drugs,1,paclitaxel,treated,0.125,2.5,1A3,12,8,848,4
1A3_L09,L09,Plate1_drugs,1,paclitaxel,treated,0.0625,1.25,1A3,12,9,777,3
1A3_L10,L10,Plate1_drugs,1,paclitaxel,treated,0.03125,0.625,1A3,12,10,902,2
1A3_L11,L11,Plate1_drugs,1,paclitaxel,treated,0.015625,0.3125,1A3,12,11,891,1
1A3_L12,L12,Plate1_drugs,1,DMSO,control,NULL,NULL,1A3,12,12,815,1
1A3_L13,L13,Plate1_drugs,1,sirolimus,treated,1,20,1A3,12,13,592,7
1A3_L14,L14,Plate1_drugs,1,sirolimus,treated,0.5,10,1A3,12,14,682,6
1A3_L15,L15,Plate1_drugs,1,sirolimus,treated,0.25,5,1A3,12,15,841,5
1A3_L16,L16,Plate1_drugs,1,sirolimus,treated,0.125,2.5,1A3,12,16,887,4
1A3_L17,L17,Plate1_drugs,1,sirolimus,treated,0.0625,1.25,1A3,12,17,783,3
1A3_L18,L18,Plate1_drugs,1,DMSO,control,NULL,NULL,1A3,12,18,943,1
1A3_L19,L19,Plate1_drugs,1,sirolimus,treated,0.03125,0.625,1A3,12,19,645,2
1A3_L20,L20,Plate1_drugs,1,sirolimus,treated,0.015625,0.3125,1A3,12,20,893,1
1A3_L21,L21,Plate1_drugs,1,doxorubicin,treated,1,5,1A3,12,21,76,7
1A3_L22,L22,Plate1_drugs,1,doxorubicin,treated,0.5,2.5,1A3,12,22,625,6
1A3_L23,L23,Plate1_drugs,1,doxorubicin,treated,0.25,1.25,1A3,12,23,661,5
1A3_M02,M02,Plate1_drugs,1,doxorubicin,treated,0.125,0.625,1A3,13,2,632,4
1A3_M03,M03,Plate1_drugs,1,DMSO,control,NULL,NULL,1A3,13,3,811,1
1A3_M04,M04,Plate1_drugs,1,doxorubicin,treated,0.0625,0.3125,1A3,13,4,771,3
1A3_M05,M05,Plate1_drugs,1,doxorubicin,treated,0.03125,0.15625,1A3,13,5,832,2
1A3_M06,M06,Plate1_drugs,1,doxorubicin,treated,0.015625,0.078125,1A3,13,6,772,1
1A3_M07,M07,Plate1_drugs,1,trichostatin-a,treated,1,20,1A3,13,7,100,7
1A3_M08,M08,Plate1_drugs,1,DMSO,control,NULL,NULL,1A3,13,8,731,1
1A3_M09,M09,Plate1_drugs,1,trichostatin-a,treated,0.5,10,1A3,13,9,248,6
1A3_M10,M10,Plate1_drugs,1,trichostatin-a,treated,0.25,5,1A3,13,10,361,5
1A3_M11,M11,Plate1_drugs,1,trichostatin-a,treated,0.125,2.5,1A3,13,11,341,4
1A3_M12,M12,Plate1_drugs,1,trichostatin-a,treated,0.0625,1.25,1A3,13,12,466,3
1A3_M13,M13,Plate1_drugs,1,DMSO,control,NULL,NULL,1A3,13,13,764,1
1A3_M14,M14,Plate1_drugs,1,trichostatin-a,treated,0.03125,0.625,1A3,13,14,680,2
1A3_M15,M15,Plate1_drugs,1,trichostatin-a,treated,0.015625,0.3125,1A3,13,15,756,1
1A3_M16,M16,Plate1_drugs,1,gemcitabine,treated,1,20,1A3,13,16,372,7
1A3_M17,M17,Plate1_drugs,1,gemcitabine,treated,0.5,10,1A3,13,17,309,6
1A3_M18,M18,Plate1_drugs,1,gemcitabine,treated,0.25,5,1A3,13,18,307,5
1A3_M19,M19,Plate1_drugs,1,DMSO,control,NULL,NULL,1A3,13,19,936,1
1A3_M20,M20,Plate1_drugs,1,gemcitabine,treated,0.125,2.5,1A3,13,20,300,4
1A3_M21,M21,Plate1_drugs,1,gemcitabine,treated,0.0625,1.25,1A3,13,21,404,3
1A3_M22,M22,Plate1_drugs,1,gemcitabine,treated,0.03125,0.625,1A3,13,22,623,2
1A3_M23,M23,Plate1_drugs,1,gemcitabine,treated,0.015625,0.3125,1A3,13,23,831,1
1A3_N02,N02,Plate1_drugs,1,vincristine,treated,1,20,1A3,14,2,366,7
1A3_N03,N03,Plate1_drugs,1,vincristine,treated,0.5,10,1A3,14,3,417,6
1A3_N04,N04,Plate1_drugs,1,DMSO,control,NULL,NULL,1A3,14,4,789,1
1A3_N05,N05,Plate1_drugs,1,vincristine,treated,0.25,5,1A3,14,5,377,5
1A3_N06,N06,Plate1_drugs,1,vincristine,treated,0.125,2.5,1A3,14,6,430,4
1A3_N07,N07,Plate1_drugs,1,vincristine,treated,0.0625,1.25,1A3,14,7,417,3
