,plate_well,WellId,Metadata_well_1,Plate_number,Drug_name,Treatment,Metadata_dil_factor,Metadata_concentration_uM,PlateNumber,Row,Column,CELL_COUNT,ObjectArea_NUC_A,ObjectShapeP2A_NUC_A,ObjectShapeLWR_NUC_A,ObjectTotalInten_NUC_A,ObjectAvgInten_NUC_A,ObjectVarInten_NUC_A,ObjectSize_NUC_A,RingTotalInten_RNA,RingAvgInten_RNA,CircTotalInten_RNA,CircAvgInten_RNA,RingSpotTotalInten_RNA,RingSpotAvgInten_RNA,RingSpotTotalArea_RNA,RingSpotAvgArea_RNA,RingSpotCount_RNA,CircSpotTotalInten_RNA,CircSpotAvgInten_RNA,CircSpotTotalArea_RNA,CircSpotAvgArea_RNA,CircSpotCount_RNA,TotalInten_RNA,AvgInten_RNA,RingTotalInten_PMG,RingAvgInten_PMG,CircTotalInten_PMG,CircAvgInten_PMG,RingSpotTotalInten_PMG,RingSpotAvgInten_PMG,RingSpotTotalArea_PMG,RingSpotAvgArea_PMG,RingSpotCount_PMG,CircSpotTotalInten_PMG,CircSpotAvgInten_PMG,CircSpotTotalArea_PMG,CircSpotAvgArea_PMG,CircSpotCount_PMG,TotalInten_PMG,AvgInten_PMG,RingTotalInten_MITO,RingAvgInten_MITO,CircTotalInten_MITO,CircAvgInten_MITO,RingSpotTotalInten_MITO,RingSpotAvgInten_MITO,RingSpotTotalArea_MITO,RingSpotAvgArea_MITO,RingSpotCount_MITO,CircSpotTotalInten_MITO,CircSpotAvgInten_MITO,CircSpotTotalArea_MITO,CircSpotAvgArea_MITO,CircSpotCount_MITO,TotalInten_MITO,AvgInten_MITO,RingTotalInten_NUC_Tex,RingAvgInten_NUC_Tex,CircTotalInten_NUC_Tex,CircAvgInten_NUC_Tex,RingSpotTotalInten_NUC_Tex,RingSpotAvgInten_NUC_Tex,RingSpotTotalArea_NUC_Tex,RingSpotAvgArea_NUC_Tex,RingSpotCount_NUC_Tex,CircSpotTotalInten_NUC_Tex,CircSpotAvgInten_NUC_Tex,CircSpotTotalArea_NUC_Tex,CircSpotAvgArea_NUC_Tex,CircSpotCount_NUC_Tex,TotalInten_NUC_Tex,AvgInten_NUC_Tex
957,2A1_C12,C12,C12,2,dactinomycin,treated,0.03125,0.625,2A1,3,12,642,1346,1.2401895,1.545539,11838390,9516.2785,2393.042,41.397805,9693269,1458.711,5039831.5,3667.1785,17253.5,3301.8075,5,2,2,381123.5,5465.0705,71,8.888889,7,5039831.5,3667.1785,19326553.5,2877.539,7363376.5,5277.2475,2983797,4823.153,616,15.127255,39,3778382,5982.6495,631,27.8175,19,7363376.5,5277.2475,17133956.5,2538.653,5802641.5,4159.8235,2356493,4628.591,486.5,7.0719005,67,799062.5,5054.0865,165,5.084019,26,5802641.5,4159.8235,7390478.5,1085.4775,11851565.5,9509.7975,12845,2770.7035,4,1.2,1.5,5073274,10167.685,513.5,40.930555,13,11851565.5,9509.7975
958,2A1_C13,C13,C13,2,dactinomycin,treated,0.015625,0.3125,2A1,3,13,717,1363,1.241828,1.539191,11923094,9213.472,2368.193,41.65844,10547641,1548.969,5406193,3777.855,18592,3467.2,5,2,1,386634,5927.627,68,8.4,7,5406193,3777.855,20320139,2920.518,7364843,5159.815,2181522,4968.308,444,12.09859,31,3076990,5807.923,512,17.21154,25,7364843,5159.815,18978372,2711.141,6256577,4428.227,2023502,4923.65,398,5.770492,66,705808,5253.432,130,3.866667,28,6256577,4428.227,7861914,1128.801,11795462,9196.394,13164,2802.54,4,1.2,1,5111063,9932.45,516,38.88235,15,11795462,9196.394
959,2A1_C14,C14,C14,2,amsacrine,treated,1,20,2A1,3,14,240,1775.5,1.296825,1.5617335,17182948.5,9462.0515,2831.391,47.54615,7116668,740.9507,4365621,2444.558,50795,2331.2295,16,2.0173915,4,324010,3721.857,88.5,6.2363635,9,4365621,2444.558,18676160.5,1930.801,7562076.5,4331.5555,2589384.5,3426.861,737,8.328903,91,4506901.5,4766.01,938,27.67647,40,7562076.5,4331.5555,12872535,1336.3985,4973757,2801.182,1274660,2831.5265,429.5,3.868931,114.5,1109441,3363.0975,306,3.8765155,68,4973757,2801.182,8997244,924.96135,17183772.5,9432.009,13523.5,2561.0555,4,1,2,6239319.5,10697.595,577.5,33.569655,18,17183772.5,9432.009
960,2A1_C15,C15,C15,2,DMSO,control,NULL,NULL,2A1,3,15,640,1229.5,1.266878,1.601432,10546826.5,9828.1205,2625.1145,39.565745,8307917.5,1268.2565,4444608.5,3501.999,20514,3198.889,5,2,2,300893,5167.4915,59.5,7.5,7,4444608.5,3501.999,17970342.5,2669.713,6466722.5,5047.0225,2918083.5,4659.804,630,15.43852,36,3382206,5635.6305,581,27.973685,20,6466722.5,5047.0225,14492656,2121.926,4696114.5,3682.958,2120187,3987.4575,517,6.957568,73,866717,4361.1915,196.5,5.488095,30,4696114.5,3682.958,6776908.5,1022.0645,10572914,9876.3175,5279,2478.6335,2,1,1,4951173,10757.06,465.5,49.676135,11,10572914,9876.3175
961,2A1_C16,C16,C16,2,amsacrine,treated,0.5,10,2A1,3,16,237,1491,1.306395,1.54137,15481735,10323.96,2901.154,43.57063,7059681,768.0009,4058209,2615.166,27788,2783.529,8,2.142857,2,274322,4214.553,65,7.875,7,4058209,2615.166,18518439,2051.214,7100900,4744.326,3751860,3685.83,980,13.12308,73,4816400,5158.181,905,46.07692,22,7100900,4744.326,17348248,1924.519,5931014,3934.3,3348498,3989.557,815,9.2,88,1667246,4755.597,345,7.195652,43,5931014,3934.3,8274145,908.1388,15431179,10245.74,12982,3206.273,4,1.5,1,5924853,11185.22,522,41.84615,13,15431179,10245.74
962,2A1_C17,C17,C17,2,amsacrine,treated,0.25,5,2A1,3,17,196,1840.5,1.2379525,1.4982505,17664741.5,9380.4645,2880.402,48.408455,7557173.5,763.9037,4903903.5,2611.0895,61242,2110.705,20.5,1.7812055,7,446606.5,3539.476,108.5,4.017857,14,4903903.5,2611.0895,20566428,2040.504,8368157,4651.3065,2953360,3498.83,761,7.054533,116.5,5641616,4981.5755,1087,37.00383,35,8368157,4651.3065,20301207,2002.5695,8241993,4315.5525,1776068.5,4095.9575,438.5,2.745367,144,2050556,4987.828,381,3.405103,87.5,8241993,4315.5525,9697102,992.2465,17496509.5,9256.616,10376.5,2421.976,4,1,2,7620451.5,10753.66,664,21.65265,33,17496509.5,9256.616
963,2A1_C18,C18,C18,2,amsacrine,treated,0.125,2.5,2A1,3,18,252,1405.5,1.296771,1.6211485,12862431.5,8361.0005,2213.363,42.302935,6523747.5,737.54,3390656,2363.094,41193.5,2955.0215,13.5,3.767857,3,221030,3989.0725,60,7.5357145,7,3390656,2363.094,18459202.5,2048.612,6751255,4820.3365,4148664.5,3794.487,1123,16.652255,69,4546623.5,5256.363,887.5,53.55,16.5,6751255,4820.3365,15818470.5,1740.0685,4868651.5,3467.337,3097215.5,3575.992,848,9.852697,86,1322277,4227.4885,298,7.53,39,4868651.5,3467.337,6043559.5,686.49495,12983745.5,8393.184,23223,3006.306,7.5,1.7752525,2,5100000,9060.113,518.5,36.898785,14,12983745.5,8393.184
964,2A1_C19,C19,C19,2,amsacrine,treated,0.0625,1.25,2A1,3,19,218,1915,1.2259385,1.524464,17855610.5,8777.9865,2843.357,49.378245,7849735,794.87825,5020645,2576.857,135731.5,2145.1175,60,1.8516485,18.5,564928.5,3393.517,165,3.246951,27.5,5020645,2576.857,20236874,2026.111,8399645,4408.9025,2240353.5,3405.488,631,4.953273,113.5,5254153,4715.904,1107.5,25.984125,44,8399645,4408.9025,15614412,1573.7925,6002722,3117.6205,790255,2834.5785,276,1.6441755,156,963082.5,3533.8635,267,1.9489155,111,6002722,3117.6205,10102005.5,1007.6195,17825404.5,8696.485,12900,2435.202,5,1,3.5,8131807.5,10273.13,766.5,19.273155,43,17825404.5,8696.485
965,2A1_C20,C20,C20,2,amsacrine,treated,0.03125,0.625,2A1,3,20,487,1307,1.286812,1.616815,13991927,10515.96,2737.201,40.79368,9217865,1261.683,4776931,3411.8,59184,3888.619,15,3.9,3,453987,5761.99,81,10.125,7,4776931,3411.8,18597247,2495.703,6849826,4851.42,2797479,4259.347,620,13.84685,42,3772397,5330.161,647,30.58824,23,6849826,4851.42,14993223,2026.138,5005502,3509.473,2034721,3718.478,537,6.528736,80,843539,4212.103,211,4.762712,37,5005502,3509.473,8304006,1127.565,13972407,10498.59,28047,3156,8,2,2,5488536,11098.95,494,46.0625,12,13972407,10498.59
966,2A1_C21,C21,C21,2,DMSO,control,NULL,NULL,2A1,3,21,845,1267,1.238881,1.555775,10610581,9259.017,2442.032,40.16459,8874049,1399.901,4605821,3560.176,20178,3390.455,6,2.5,2,384144,5405.071,72,8.25,8,4605821,3560.176,18279262,2844.625,6373303,4974.011,1626335,4819.894,333,10.63636,28,2889335,5532.175,517,16.02439,28,6373303,4974.011,13344488,2054.861,4201218,3245.481,1013534,3636.598,268,3.733333,71,398381,3834.804,105,2.595745,33,4201218,3245.481,7021576,1082.971,10572447,9251.186,5239,2340.31,2,1,1,5137697,9973.147,515,42.5,13,10572447,9251.186
967,2A1_C22,C22,C22,2,amsacrine,treated,0.015625,0.3125,2A1,3,22,814,1307.5,1.23386,1.518001,11168666.5,9452.147,2322.085,40.80148,9512013.5,1520.0125,4790944,3548.06,3467,2939.3335,1,1,1,377752,5744.3345,66,7.8166665,8,4790944,3548.06,18573838,2874.0775,6604824,4985.6705,1506818.5,4874.745,300,10,27,2645704,5609.864,457.5,12.940525,28,6604824,4985.6705,14411037.5,2215.832,4575719,3420.6025,1145955.5,3890.6125,292,4.446177,60,324926,4096.76,80,2.8172545,23,4575719,3420.6025,7162173.5,1121.4185,11172205.5,9452.8205,11640.5,2949.6565,3,1,1,5049717.5,10018.4,503.5,41.973685,14,11172205.5,9452.8205
968,2A1_C23,C23,C23,2,9-aminoacridine,treated,1,20,2A1,3,23,190,874,1.1847825,1.31607,9592599.5,12169.81,3455.0715,33.358805,3395302.5,371.28125,2295979,2679.6915,0,0,0,0,0,278471,4883.683,58,9.6458335,5,2295979,2679.6915,14590364.5,1626.1275,4621896.5,5605.8455,1804281,3038.6485,594,11.855555,49,4043978.5,6161.389,629,301.5,2,4621896.5,5605.8455,10925867,1208.3085,3148424.5,3485.1985,1750501,3265.877,559.5,8.9384235,66.5,1546896.5,4315.1785,323,28.65241,13,3148424.5,3485.1985,4758812.5,552.09375,9628306,12155.405,0,0,0,0,0,4020220.5,13514.3,311.5,104.08335,3,9628306,12155.405
969,2A1_D02,D02,D02,2,9-aminoacridine,treated,0.5,10,2A1,4,2,165,1124,1.147905,1.247842,12090228,9999.291,3266.32,37.83016,5277242,561.6511,4981172,3996.982,0,0,0,0,0,673155,6109.957,116,9.444444,11,4981172,3996.982,16967445,1788.366,6051060,4859.778,1235778,3402.151,352,6.063636,63,4767463,5275.851,895,90.83333,9,6051060,4859.778,13658347,1474.591,4701112,3923.112,960033,3456.437,266,3.076923,93,1750854,4813.371,355,7.175,56,4701112,3923.112,7779375,828.2514,11947437,9812.662,0,0,0,0,0,5828022,12049.65,496,52,11,11947437,9812.662
970,2A1_D03,D03,D03,2,9-aminoacridine,treated,0.25,5,2A1,4,3,286,1272.5,1.180496,1.392637,13259524,10984.31,3188.651,40.251675,6934717.5,817.8726,6112985.5,4753.9175,0,0,0,0,0,563549.5,7339.489,78,10.291665,6,6112985.5,4753.9175,17993261,2067.461,6831633.5,5473.6885,2301023,3594.8555,645.5,9.221787,68.5,5380251.5,5900.102,931,117.72225,8,6831633.5,5473.6885,15754747.5,1812.3895,5465690,4403.8235,1935938,3929.41,458,4.6101795,94,2007631.5,5157.4805,368,7.988889,50,5465690,4403.8235,7843780.5,933.77155,13050624.5,10826.435,0,0,0,0,0,5751492.5,12471.58,467.5,67.11111,7,13050624.5,10826.435
971,2A1_D04,D04,D04,2,DMSO,control,NULL,NULL,2A1,4,4,770,1347,1.2458495,1.582327,11627607.5,9167.3805,2341.8015,41.413205,11644493.5,1863.8735,6305825,4654.536,11495,3702.6875,3,1.5,1,575901.5,7025.0015,81.5,9.7809525,8,6305825,4654.536,18873690.5,2951.344,6767276.5,4920.8495,1636102,4889.4945,333,10.02977,30,2480252,5561.8345,438.5,13.84992,25,6767276.5,4920.8495,16761662.5,2669.9,5927168,4238.317,1847059.5,4846.127,377.5,5.6225805,68,615851,5038.8585,125,3.4437935,30,5927168,4238.317,7499873.5,1168.715,11533923,9109.477,9921.5,2535.2205,3,1,1,5312822.5,9705.082,554.5,40.46154,14,11533923,9109.477
972,2A1_D05,D05,D05,2,9-aminoacridine,treated,0.125,2.5,2A1,4,5,562,1404,1.257637,1.593266,12473658.5,9036.4305,2386.8715,42.28033,11989287.5,1602.7795,6632716,4496.519,0,0,0,0,0,505962,7331.5455,69,9.10101,7,6632716,4496.519,20588540.5,2718.2735,7432067,5136.0155,2283350,4422.9325,502,10.02614,48,3831221.5,5737.381,648,27.1717,25,7432067,5136.0155,18713525.5,2476.903,6457441,4408.7505,2263854.5,4424.085,493,6.111514,82,1106552.5,5167.2725,216.5,5.2230135,36,6457441,4408.7505,8078954,1068.727,12416377,9003.806,8509.5,2491.4165,2,1,1,5134359.5,9776.4275,515.5,36.236605,16,12416377,9003.806
973,2A1_D06,D06,D06,2,9-aminoacridine,treated,0.0625,1.25,2A1,4,6,920,1378.5,1.221335,1.500274,10780779,8658.705,2086.5065,41.89464,13272773,2099.2,6705243.5,4829.095,4917.5,3566.909,1,1,1,556460.5,7363.472,76,9.428571,7,6705243.5,4829.095,19776858.5,3138.451,7196528.5,5107.611,1195721.5,5171.7755,228,9.0384615,25,1913678.5,5795.792,327.5,9.3591235,29,7196528.5,5107.611,17128810.5,2705.55,5838898,4122.3515,1591517.5,4867.4385,310,4.97115,60,474129,4962.5225,93,2.875,26,5838898,4122.3515,7806268,1222.8945,10718806,8601.506,5998,2215.3325,2,1,1,4965680.5,9067.3665,537,37.69697,17,10718806,8601.506
974,2A1_D07,D07,D07,2,9-aminoacridine,treated,0.03125,0.625,2A1,4,7,922,1377,1.219542,1.4910535,10839014,8453.205,2061.973,41.871835,12623136,2166.5245,6403405.5,4632.7215,5026.5,3386.3085,1,1,1,536817.5,7088.375,77,9.4142855,8,6403405.5,4632.7215,19865317.5,3231.512,7059867,5098.0695,1411204,5227.2595,264.5,9.20202,25,1938350.5,5809.7635,332.5,8.129121,29.5,7059867,5098.0695,19504651,3230.452,6651867.5,4764.124,1957884,5587.014,336.5,5.5596125,61,577831.5,5713.836,100,3.30349,24,6651867.5,4764.124,7384493,1213.805,10793209,8406.0555,8464.5,2415.5835,2,1,1,4987397,8916.9415,560,38.066965,17,10793209,8406.0555
975,2A1_D08,D08,D08,2,9-aminoacridine,treated,0.015625,0.3125,2A1,4,8,795,1354,1.238413,1.5497,11043587,8927.066,2201.787,41.52067,12479045,1886.312,6672710,4777.422,4885,3501.769,1,1,1,564701,7319.807,76,9.375,7,6672710,4777.422,20156033,2970.683,7021388,5076.522,1565501,4978,323,9.985915,29,2577531,5751.978,444,12.51923,26,7021388,5076.522,18396199,2749.955,6133126,4444.811,1988100,5052.36,403,6.136986,62,687247,5382.235,129,4.039604,25,6133126,4444.811,7862008,1152.165,10992287,8891.724,8858,2483.511,2,1,1,5003067,9436.268,539,41.76923,14,10992287,8891.724
976,2A1_D09,D09,D09,2,emetine,treated,1,20,2A1,4,9,614,1183,1.201538,1.4735555,10893632.5,10196.85,2630.1765,38.810335,11464842,1749.3015,5849800,4872.231,6560,3420.75,1,1,1,644158,7310.056,87.5,12.358975,7,5849800,4872.231,20298254.5,3034.5075,6827477.5,5598.472,4127760.5,4984.8255,832,12.17488,63,4088494.5,6038.9165,649.5,25.762355,25,6827477.5,5598.472,16057447,2429.065,4915459.5,4052.0765,3017838,4591.0585,652.5,6.9839075,92,788708,4687.5735,170,3.939338,39,4915459.5,4052.0765,7643563,1145.208,10878787.5,10118.945,0,0,0,0,0,5238544.5,10822.065,497,50.8,11,10878787.5,10118.945
977,2A1_D10,D10,D10,2,DMSO,control,NULL,NULL,2A1,4,10,891,1302,1.245626,1.587663,11359579,9107.899,2306.102,40.71557,11143008,1759.681,5839830,4333.365,0,0,0,0,0,399923,6420.327,65,8.4,7,5839830,4333.365,18744536,2903.712,6614998,4896.368,1487006,5012.412,286,12.42857,22,1822905,5699.649,323,13.15,19,6614998,4896.368,16379770,2568.26,5540391,4126.15,2006581,4775.632,412,7.181208,56,628699,5009.59,129,4.289474,24,5540391,4126.15,6931138,1098.087,11315505,9103.957,4715,2327.603,1,1,1,4992416,9792.847,514,43.46154,13,11315505,9103.957
978,2A1_D11,D11,D11,2,emetine,treated,0.5,10,2A1,4,11,830,1263,1.213434,1.486019,11127213,9508.867,2438.434,40.10114,11686791,1936.279,5969572.5,4581.96,0,0,0,0,0,353294,6714.2055,55,7.211111,6,5969572.5,4581.96,18832068,3143.4465,6910879,5263.0255,2201517.5,5088.549,414,11.09151,36,2589928.5,5951.8275,431,16.368795,24,6910879,5263.0255,15529781.5,2587.9665,5245939,3970.019,2192275.5,4566.877,463,6.8265445,66,550286.5,4816.425,119,4,24,5245939,3970.019,6928244.5,1153.4185,11142044,9509.487,0,0,0,0,0,5065863.5,10290.645,492,48.67949,12,11142044,9509.487
979,2A1_D12,D12,D12,2,emetine,treated,0.25,5,2A1,4,12,799,1351,1.230246,1.531299,11399340,9138.833,2254.322,41.47465,12345735,1899.063,6352950,4649.329,15215,3706.1,3,1.5,1,520650,6894.871,78,9.5,7,6352950,4649.329,20163792,3058.151,7124684,5223.149,1821241,5189.446,331,12.25,26,2187286,6055.851,353,13.36364,21,7124684,5223.149,17016566,2548.579,5641950,4126.772,2090159,4714.25,423,6.866667,61,617378,4985.314,126,4.307692,24,5641950,4126.772,7542492,1171.285,11381674,9134.264,9506,2576.5,3,1,2,5043519,9762.383,519,40.07143,14,11381674,9134.264
980,2A1_D13,D13,D13,2,emetine,treated,0.125,2.5,2A1,4,13,749,1335,1.230936,1.522056,11066735,9047.734,2268.634,41.22833,11490105,1799.423,5991069,4345.953,8788,3483.1,2,1,1,475381,6450.819,75,9.25,7,5991069,4345.953,19858248,3020.563,7157741,5143.885,2058912,4899.762,399,10.97059,35,2625368,5764.18,459,13.67742,26,7157741,5143.885,16679588,2562.552,5612439,3977.304,2051989,4472.358,451,6.366667,73,611425,4806.981,126,3.691176,29,5612439,3977.304,7406732,1131.255,11008987,9036.922,8666,2486.1,3,1,1,4908366,9661.841,512,40.55556,14,11008987,9036.922
981,2A1_D14,D14,D14,2,emetine,treated,0.0625,1.25,2A1,4,14,830,1318.5,1.233623,1.5307985,9164825.5,7181.8535,1740.353,40.97275,9946200,1460.241,4653916.5,3403.3825,14467.5,3037.4595,4,2,1.5,349138.5,5262.7585,71,8.732143,7,4653916.5,3403.3825,18981839.5,2716.472,6251484.5,4680.5095,2110330,4734.69,444.5,14.2497,30,1948509,5376.026,361.5,13.176325,22,6251484.5,4680.5095,14143120.5,2044.46,4287815,3144.0715,2048281,4000.814,521.5,8.0203035,59.5,463060.5,4066.778,117,4.928205,20,4287815,3144.0715,5609680.5,813.61365,9260287,7243.614,5590,2109,2,1,1,3924007,7627.152,520.5,38.242855,15,9260287,7243.614
982,2A1_D15,D15,D15,2,emetine,treated,0.03125,0.625,2A1,4,15,808,1278,1.2171395,1.4881665,10733933.5,8979.494,2200.3235,40.338565,11424494,1843.0995,5827980,4311.5505,0,0,0,0,0,359894,6314.839,57,7.6625,6,5827980,4311.5505,19010920.5,3025.3635,7006998,5233.488,1875922.5,5163.0995,358.5,11.795835,26,2643752.5,5970.4595,441.5,15.845535,21,7006998,5233.488,16455882.5,2636.8995,5768885.5,4237.0085,2178838.5,4911.9745,416,7.1427965,57,659550,5209.6355,125,4.2613635,22,5768885.5,4237.0085,7041032,1124.106,10750595.5,9012.8465,4696.5,2331.5,1,1,1,4863729.5,9689.571,500.5,41.03846,13,10750595.5,9012.8465
983,2A1_D16,D16,D16,2,DMSO,control,NULL,NULL,2A1,4,16,789,1312,1.263476,1.625,11559201,9315.066,2406.563,40.87163,10522934,1714.652,5549560,4149.955,18467,3559.385,5,2,1,486409,6274.837,76,9.411765,7,5549560,4149.955,18746986,3034.993,6796650,5074.901,1967004,4947.892,403,11.625,32,2775938,5654.389,485,15.40741,28,6796650,5074.901,16725475,2663.017,5548515,4167.204,2078292,4663.445,437,6.205479,70,629206,4902.667,128,3.597701,30,5548515,4167.204,7146528,1156.524,11499891,9301.133,6473,2462.029,2,1,1,5175212,9907.618,523,43.61538,13,11499891,9301.133
984,2A1_D17,D17,D17,2,emetine,treated,0.015625,0.3125,2A1,4,17,913,1347,1.22296,1.494664,11954947,9643.721,2336.598,41.41321,11785031,1899.722,5883950,4362.448,0,0,0,0,0,496898,6809.425,73,9.166667,7,5883950,4362.448,20208785,3214.027,7251736,5362.511,1588703,5462.341,291,11.86,23,2092398,6152.428,339,12.5,23,7251736,5362.511,17889889,2880.795,5776517,4342.038,2125218,5110.844,405,7.433333,55,533040,5298.366,99,3.981132,21,5776517,4342.038,7292060,1162.164,11938019,9645.697,10872,2851.727,3,1,1,5335541,10101.58,538,46.61111,12,11938019,9645.697
985,2A1_D18,D18,D18,2,digitoxin,treated,1,5,2A1,4,18,860,1363,1.2309205,1.525077,11061790,9023.2625,2195.157,41.65844,11648222,1790.644,5883600.5,4254.7895,7861,3601.0835,2,1,1,508944,6707.141,77,9.422619,8,5883600.5,4254.7895,20214340,3119.6665,7295781,5279.7835,1966764.5,5170.1945,374,12.134235,29,2544313.5,5935.1035,424.5,13.72207,27,7295781,5279.7835,17216526,2652.6465,5722750,4111.7755,1928043,4764.5005,392,6.710084,58,520087.5,5019.07,103.5,3.8210525,21.5,5722750,4111.7755,7176108.5,1105.583,11040723.5,8999.456,10610.5,2778.5,3,1,2,5008996,9514.5775,537,42.60806,13,11040723.5,8999.456
986,2A1_D19,D19,D19,2,digitoxin,treated,0.5,2.5,2A1,4,19,813,1244,1.231839,1.510022,10709591,9504.014,2370.252,39.79837,11393196,1849.08,5816634,4540.628,30270,4532.75,6,2.555556,2,497314,7073.693,71,8.857143,7,5816634,4540.628,19844667,3165.063,7358012,5693.976,2821245,5365.081,522,14.6,33,3375568,6416.697,507,22.76,20,7358012,5693.976,17692000,2779.252,5922528,4592.877,2621736,5107.813,501,8.327869,59,828511,5615.76,156,5.421053,23,5922528,4592.877,6840516,1103.969,10705019,9498,12168,2826.4,3,1.166667,1,4931795,10131.32,486,45,12,10705019,9498
987,2A1_D20,D20,D20,2,digitoxin,treated,0.25,1.25,2A1,4,20,824,1306,1.235218,1.5320695,10901962.5,9238.2975,2288.958,40.778065,11142545,1680.793,5587079,4136.34,38649,4036.265,9,3,2,537838.5,6523.353,85,9.75,8,5587079,4136.34,20281996.5,3013.925,7196970.5,5357.874,2239902,5030.9595,437,12.322305,34,3149836,5931.3055,513.5,17.1158,28.5,7196970.5,5357.874,17262271,2567.586,5619648,4174.6815,1850777,4622.4115,387,5.9634925,65,612385,5030.775,126,3.7801935,26,5619648,4174.6815,7678099.5,1153.067,10872073.5,9233.3785,11763.5,2754.7935,4,1.333333,2,5157538.5,9793.7835,510,44.986115,13,10872073.5,9233.3785
988,2A1_D21,D21,D21,2,digitoxin,treated,0.125,0.625,2A1,4,21,888,1360.5,1.2284545,1.524032,10734303,8640.9945,2095.0785,41.620215,10937152.5,1720.1345,5318852.5,3875.973,5803.5,3145.125,1,1,1,448364.5,6033.357,75,8.6515155,8,5318852.5,3875.973,20566740.5,3143.5735,7403389.5,5335.8365,1319368,5172.7075,246.5,8.6210105,27,2531992,5965.907,423.5,10.841055,31,7403389.5,5335.8365,17319257.5,2650.8575,5624746,4038.7115,1277620,4656.021,274.5,4.2772755,57,344438,4785.42,73,2.6485295,22,5624746,4038.7115,7069299,1082.636,10723800.5,8626.5045,5224.5,2314.5,2,1,1,4873827,9083.5655,547,39.56439,15,10723800.5,8626.5045
989,2A1_D22,D22,D22,2,DMSO,control,NULL,NULL,2A1,4,22,865,1263,1.247452,1.579743,10958399,9624.845,2433.304,40.10114,9063715,1466.854,4636052,3620.084,7804,3199.517,2,1,1,385357,5718.319,67,8.222222,8,4636052,3620.084,18226066,2902.429,6540352,5027.216,1687873,4907.393,354,11.56944,27,2564181,5604.315,456,15.54,24,6540352,5027.216,13863244,2209.954,4461186,3413.825,1396559,3916.242,352,5.482759,61,424641,4063.167,106,3.44898,25,4461186,3413.825,6642720,1061.662,10952602,9623.039,8966,2665,2,1,1,5053683,10268.69,502,46.33333,12,10952602,9623.039
990,2A1_D23,D23,D23,2,digitoxin,treated,0.0625,0.3125,2A1,4,23,771,1340,1.238345,1.499835,11827055,9801.444,2403.995,41.30546,10003762,1554.63,5011573,3675.328,0,0,0,0,0,417916,6123.189,71,8.666667,7,5011573,3675.328,19798648,3021.489,7188759,5276.124,2267030,5027.205,443,12.46667,33,3100810,5957.858,507,18.59091,24,7188759,5276.124,19459086,2926.977,6226865,4585.09,2726920,5150.566,528,8.012987,63,781849,5622.797,139,4.833333,24,6226865,4585.09,7019984,1070.381,11833768,9788.723,14305,3232.333,3,1.125,1,5289469,10365.41,515,43.55556,14,11833768,9788.723
991,2A1_E02,E02,E02,2,digitoxin,treated,0.03125,0.15625,2A1,5,2,822,1314.5,1.232382,1.5374565,11677330,9744.608,2341.0275,40.91055,10313218,1621.728,4919804,3670.4295,6676,3089.8675,2,1,1,421237.5,5803.975,72,8.154762,7,4919804,3670.4295,19882548,3054.238,6969405.5,5142.466,1714541,5125.6535,337,9.715832,32,2318373.5,5869.168,403.5,11.564475,26,6969405.5,5142.466,23887445.5,3662.9765,7668852.5,5709.6695,3322990.5,6288.39,520.5,7.9646155,67,906170,6817.078,136,4.6352175,25,7668852.5,5709.6695,7503376,1148.017,11634306,9718.117,11387,2925.262,3,1,1,5298065,10197.885,525.5,44.51923,13,11634306,9718.117
992,2A1_E03,E03,E03,2,digitoxin,treated,0.015625,0.078125,2A1,5,3,775,1358,1.225951,1.510414,11175960,8996.654,2286.453,41.58196,9534312,1405.088,4579485,3290.063,7443,2645.143,2,1,1,365172,5014.948,72,8.444444,8,4579485,3290.063,19435389,2842.656,6583290,4838.455,1533761,4714.27,321,8.64,33,2806638,5382,502,12.35417,28,6583290,4838.455,20783098,3031.122,6585689,4771.095,1695094,5318.683,322,4.555556,69,679958,5610.276,118,3.313725,28,6585689,4771.095,7467110,1096.196,11158994,8965.855,4541,2224.818,1,1,1,5346133,9552.246,556,37.46154,16,11158994,8965.855
993,2A1_E04,E04,E04,2,desipramine,treated,1,20,2A1,5,4,92,1186.5,1.252694,1.5674075,6433238,5437.26,1560.618,38.86771,3053442.5,321.03365,1773968.5,1330.628,79665,699.0745,41,2,8.5,396627.5,1536.633,207.5,4.6805625,14.5,1773968.5,1330.628,15323179.5,1573.0535,6151211.5,4951.211,3566355,3449.7095,1027.5,17.6875,47,4363277,5304.3995,826.5,91.798705,8,6151211.5,4951.211,10541071.5,1095.5815,5015928,3641.4875,2624692,3246.754,815.5,10.345235,71.5,1882891,4126.219,425.5,15.02381,28.5,5015928,3641.4875,4676347.5,471.95235,6353573.5,5412.2215,0,0,0,0,0,2289826,6285.8975,309,21.770835,14,6353573.5,5412.2215
