plate_well,WellId,Plate,Plate_number,Drug_name,Treatment,Metadata_dil_factor,Metadata_concentration_uM,PlateNumber,Row,Column,CELL_COUNT,ObjectArea_NUC_A,ObjectShapeP2A_NUC_A,ObjectShapeLWR_NUC_A,ObjectTotalInten_NUC_A,ObjectAvgInten_NUC_A,ObjectVarInten_NUC_A,ObjectSize_NUC_A,CircTotalInten_NUC_Tex,CircAvgInten_NUC_Tex,CircSpotTotalInten_NUC_Tex,CircSpotAvgInten_NUC_Tex,CircSpotTotalArea_NUC_Tex,CircSpotAvgArea_NUC_Tex,CircSpotCount_NUC_Tex,TotalInten_NUC_Tex,AvgInten_NUC_Tex
2A1_F20,F20,Plate2_drugs,2,belinostat,treated,0.125,2.5,2A1,6,20,809,1268,1.221597967,1.486356771,10413882,8965.084416,2199.358016,40.1804398,10391257,8944.819795,4892794,9466.622172,506,39.27586207,14,10391257,8944.819795
2A1_F21,F21,Plate2_drugs,2,belinostat,treated,0.0625,1.25,2A1,6,21,899,1359,1.225208635,1.493982306,11326127,9171.361285,2154.516008,41.59726603,11322003,9142.701411,5065392,9561.811747,534,42.54545455,14,11322003,9142.701411
2A1_F22,F22,Plate2_drugs,2,belinostat,treated,0.03125,0.625,2A1,6,22,802,1337.5,1.236542825,1.546933909,11350597.5,9412.894055,2327.222595,41.26690964,11284570,9403.228598,5097663,9983.08876,517,39.975,14,11284570,9403.228598
2A1_F23,F23,Plate2_drugs,2,belinostat,treated,0.015625,0.3125,2A1,6,23,821,1325,1.237254602,1.528416211,11690579,9484.288347,2341.58658,41.07362167,11654001,9455.735967,5104427,10010.77318,513,41.1,13,11654001,9455.735967
2A1_G02,G02,Plate2_drugs,2,DMSO,control,NULL,NULL,2A1,7,2,693,1230,1.241864131,1.571386936,11180282,9902.502008,2473.153361,39.57378728,11130810,9858.414947,5301994,10422.66023,515,46.8,12,11130810,9858.414947
2A1_G03,G03,Plate2_drugs,2,picropodophyllin,treated,1,10,2A1,7,3,544,1266,1.230753002,1.55334573,11357871.5,9548.669029,2490.33044,40.14873612,11291854.5,9468.282339,5378192,10143.00441,538.5,41.38970588,14,11291854.5,9468.282339
2A1_G04,G04,Plate2_drugs,2,picropodophyllin,treated,0.5,5,2A1,7,4,740,1261.5,1.233038454,1.559524284,11574275,9809.870138,2392.274888,40.07732055,11549913.5,9805.844824,4969873.5,10335.97472,482,41.27272727,12,11549913.5,9805.844824
2A1_G05,G05,Plate2_drugs,2,picropodophyllin,treated,0.25,2.5,2A1,7,5,682,1299,1.22747652,1.561428892,11710207.5,9674.227581,2396.334805,40.66863864,11668635.5,9603.583069,5198989,10158.43209,509,48.02597403,12,11668635.5,9603.583069
2A1_G06,G06,Plate2_drugs,2,picropodophyllin,treated,0.125,1.25,2A1,7,6,763,1252,1.230257927,1.544899761,10761550,9473.559259,2347.73489,39.92613067,10742061,9460.08126,5027783,10034.85124,496,42.52941176,12,10742061,9460.08126
2A1_G07,G07,Plate2_drugs,2,DMSO,control,NULL,NULL,2A1,7,7,695,1251,1.256249604,1.615415822,11022551,9719.629963,2533.302484,39.91018254,11014467,9701.15075,4941926,10478.61997,466,43.8,12,11014467,9701.15075
2A1_G08,G08,Plate2_drugs,2,picropodophyllin,treated,0.0625,0.625,2A1,7,8,709,1296,1.228028961,1.528871193,11173705,9563.412736,2365.424412,40.62165002,11083563,9527.08445,5070544,9969.43133,508,45.94736842,12,11083563,9527.08445
2A1_G09,G09,Plate2_drugs,2,picropodophyllin,treated,0.03125,0.3125,2A1,7,9,695,1291,1.234078115,1.562364343,12067815,9648.31079,2461.708513,40.54321463,12051105,9639.451368,5281468,10334.31281,518,46.66666667,12,12051105,9639.451368
2A1_G10,G10,Plate2_drugs,2,picropodophyllin,treated,0.015625,0.15625,2A1,7,10,777,1289,1.219778262,1.520331043,11404694,9416.443921,2369.617344,40.51179795,11464784,9437.799427,5255333,10145.82547,525,46.07692308,12,11464784,9437.799427
2A1_G11,G11,Plate2_drugs,2,DTT,treated,1,20,2A1,7,11,249,1074,1.204083543,1.471041206,11729768,11763.39403,3121.03195,36.97917348,11647217,11703.23569,5162261,12591.90074,425,73,6,11647217,11703.23569
2A1_G12,G12,Plate2_drugs,2,DTT,treated,0.5,10,2A1,7,12,353,1141,1.180606364,1.380642888,12296778,11455.68944,3211.591887,38.11517179,12208752,11391.82567,5133267,12548.59756,422,73.5,7,12208752,11391.82567
2A1_G13,G13,Plate2_drugs,2,DMSO,control,NULL,NULL,2A1,7,13,730,1232,1.252783185,1.598642327,10586488.5,9488.567562,2445.052093,39.60591867,10592156.5,9493.600811,4958152,10165.69546,502,45.77350427,12,10592156.5,9493.600811
2A1_G14,G14,Plate2_drugs,2,DTT,treated,0.25,5,2A1,7,14,591,1235,1.224671754,1.51556431,8838293,7419.680189,1776.529135,39.65414023,8904057,7460.430769,3985879,7872.824873,491,41.45454545,13,8904057,7460.430769
2A1_G15,G15,Plate2_drugs,2,DTT,treated,0.125,2.5,2A1,7,15,589,1368,1.234552315,1.555068487,12018820,9458.445255,2403.344607,41.73477803,12078440,9478.465422,5192208,10121.98675,531,40.5,14,12078440,9478.465422
2A1_G16,G16,Plate2_drugs,2,DTT,treated,0.0625,1.25,2A1,7,16,558,1366.5,1.249022603,1.599618905,13218518.5,9800.716015,2555.527722,41.71189015,13224423,9776.144512,5250786,10606.89597,507,40.18611111,14,13224423,9776.144512
2A1_G17,G17,Plate2_drugs,2,DTT,treated,0.03125,0.625,2A1,7,17,647,1378,1.235493864,1.565291733,12112290,9153.248184,2306.422751,41.88703967,12084937,9127.027544,5165701,9717.734198,537,38.125,15,12084937,9127.027544
2A1_G18,G18,Plate2_drugs,2,DTT,treated,0.015625,0.3125,2A1,7,18,661,1337,1.249312613,1.606452552,11976267,9119.831874,2266.852129,41.2591962,11951947,9072.076923,5170976,9589.645224,538,40.15384615,15,11951947,9072.076923
2A1_G19,G19,Plate2_drugs,2,DMSO,control,NULL,NULL,2A1,7,19,809,1264,1.255766414,1.590530163,11238987,9529.85645,2389.529815,40.11701365,11247644,9500.429295,5160346,10124.49695,511,48.3,12,11247644,9500.429295
2A1_G20,G20,Plate2_drugs,2,antimycin-a,treated,1,10,2A1,7,20,267,992,1.224842862,1.464339868,7972789,8769.287197,2401.418134,35.53946579,7987357,8820.834973,3800735,9635.807018,386,53.84615385,8,7987357,8820.834973
2A1_G21,G21,Plate2_drugs,2,antimycin-a,treated,0.5,5,2A1,7,21,325,1221,1.216611568,1.436445578,10818833,9961.55348,2999.957075,39.42873932,10749447,9891.861024,5618702,11348.39829,489,48.46153846,12,10749447,9891.861024
2A1_G22,G22,Plate2_drugs,2,antimycin-a,treated,0.25,2.5,2A1,7,22,360,1172,1.228149136,1.500404151,11265407.5,10567.26276,2917.112434,38.62948028,11209987,10536.79829,5510878,11310.36943,497,56.89285714,10,11209987,10536.79829
2A1_G23,G23,Plate2_drugs,2,antimycin-a,treated,0.125,1.25,2A1,7,23,469,1333,1.225913578,1.503964532,12359692,9667.916129,2766.224396,41.1974309,12287302,9658.268709,6029116,10770.6011,574,37,17,12287302,9658.268709
2A1_H02,H02,Plate2_drugs,2,antimycin-a,treated,0.0625,0.625,2A1,8,2,620,1359.5,1.226169941,1.54670587,12015985.5,9277.331913,2382.059383,41.60491681,11910113.5,9188.170974,5625077,9771.169663,578,43.8543956,14,11910113.5,9188.170974
2A1_H03,H03,Plate2_drugs,2,DMSO,control,NULL,NULL,2A1,8,3,747,1341,1.247835297,1.581160928,11425505,9555.005814,2401.734023,41.32086918,11290371,9461.610586,5232313,10010.13483,540,43.9375,13,11290371,9461.610586
2A1_H04,H04,Plate2_drugs,2,antimycin-a,treated,0.03125,0.3125,2A1,8,4,753,1390,1.224875761,1.522651723,12212507,8981.096026,2206.526074,42.06902622,12170446,8927.907753,5273740,9372.574349,583,41.71428571,15,12170446,8927.907753
2A1_H05,H05,Plate2_drugs,2,antimycin-a,treated,0.015625,0.15625,2A1,8,5,857,1378,1.225851961,1.530772916,12522466,9436.655104,2297.844121,41.88703967,12590208,9406.649635,5398936,9994.747104,553,46.90909091,13,12590208,9406.649635
2A1_H06,H06,Plate2_drugs,2,oligomycin-a,treated,1,10,2A1,8,6,657,1283,1.216053656,1.512148678,10584321,9228.347543,2252.148208,40.4174014,10515081,9220.995155,5247603,9671.45614,540,48.85714286,12,10515081,9220.995155
2A1_H07,H07,Plate2_drugs,2,oligomycin-a,treated,0.5,5,2A1,8,7,806,1359.5,1.217289719,1.498648708,11657212.5,9323.474547,2365.460024,41.60491681,11630964.5,9307.574312,5257233,10093.62006,530,41.69711538,14,11630964.5,9307.574312
2A1_H08,H08,Plate2_drugs,2,DMSO,control,NULL,NULL,2A1,8,8,922,1256,1.257688231,1.576118542,10517060.5,9234.432435,2328.71918,39.98985957,10428297.5,9182.375712,4964987.5,9868.191882,507,42.24696356,13,10428297.5,9182.375712
2A1_H09,H09,Plate2_drugs,2,oligomycin-a,treated,0.25,2.5,2A1,8,9,888,1338.5,1.228431809,1.496033068,12315045.5,9478.326796,2365.067657,41.28233364,12281919,9467.521383,5319124.5,10059.46043,532.5,44.70714286,13,12281919,9467.521383
2A1_H10,H10,Plate2_drugs,2,oligomycin-a,treated,0.125,1.25,2A1,8,10,821,1340,1.217666297,1.485606402,11413972,9232.559358,2314.238864,41.30545957,11338590,9198.218003,5193731,9826.596774,525,43.26666667,14,11338590,9198.218003
2A1_H11,H11,Plate2_drugs,2,oligomycin-a,treated,0.0625,0.625,2A1,8,11,740,1392,1.216787001,1.488751372,11377803.5,8920.051542,2191.929473,42.09926997,11342131,8896.103142,5240252,9397.502076,548.5,41.05,15,11342131,8896.103142
2A1_H12,H12,Plate2_drugs,2,oligomycin-a,treated,0.03125,0.3125,2A1,8,12,816,1392.5,1.225636812,1.512685883,11812390,9112.019102,2213.260099,42.10683498,11785956.5,9096.09921,5309338.5,9579.460391,562,44.36666667,14,11785956.5,9096.09921
2A1_H13,H13,Plate2_drugs,2,oligomycin-a,treated,0.015625,0.15625,2A1,8,13,461,1268,1.225958108,1.519636657,11011283,9953.014242,2629.804881,40.1804398,11005576,9910.453403,5323015,10668.59627,506,46.16666667,12,11005576,9910.453403
2A1_H14,H14,Plate2_drugs,2,DMSO,control,NULL,NULL,2A1,8,14,868,1242.5,1.257860575,1.621440574,9321563,7770.619186,1852.264296,39.77436449,9367314,7787.715886,4055332.5,8185.107464,488.5,38.63636364,14,9367314,7787.715886
2A1_H15,H15,Plate2_drugs,2,tunicamycin,treated,1,5,2A1,8,15,432,1149,1.236638739,1.553633193,10496710,9958.397576,2624.071498,38.24855863,10465127,9889.000395,4915103,10725.4779,470.5,46.7,11,10465127,9889.000395
2A1_H16,H16,Plate2_drugs,2,tunicamycin,treated,0.5,2.5,2A1,8,16,479,1223,1.223336905,1.539965646,10739488,10071.89332,2690.280987,39.46101827,10764794,10080.70401,5263911,10920.14919,499,53.73684211,11,10764794,10080.70401
2A1_H17,H17,Plate2_drugs,2,tunicamycin,treated,0.25,1.25,2A1,8,17,426,1298.5,1.238335994,1.541592526,11111735,9897.258046,2669.460796,40.66081022,11126537.5,9854.770642,5607987.5,10746.4217,520,45.25,13,11126537.5,9854.770642
2A1_H18,H18,Plate2_drugs,2,tunicamycin,treated,0.125,0.625,2A1,8,18,472,1281,1.245965126,1.559212433,11040072.5,9793.142709,2589.398515,40.38588685,11004703.5,9745.304119,5068488,10567.32041,486,42.53393665,13,11004703.5,9745.304119
2A1_H19,H19,Plate2_drugs,2,tunicamycin,treated,0.0625,0.3125,2A1,8,19,597,1327,1.238335241,1.581390662,10854006,9582.430207,2452.469887,41.10460894,10846337,9586.140309,5113126,10337.22036,515,42.76470588,14,10846337,9586.140309
2A1_H20,H20,Plate2_drugs,2,DMSO,control,NULL,NULL,2A1,8,20,867,1256,1.252782198,1.598759009,11155991,9808.258947,2430.435178,39.98985957,11149457,9793.442151,5102201,10383.64035,485,47,12,11149457,9793.442151
2A1_H21,H21,Plate2_drugs,2,tunicamycin,treated,0.03125,0.15625,2A1,8,21,560,1225.5,1.23214222,1.539842092,10842819,9998.867124,2561.760552,39.50132906,10813767,9957.237538,5154768.5,10619.63423,494,43.52777778,13,10813767,9957.237538
2A1_H22,H22,Plate2_drugs,2,tunicamycin,treated,0.015625,0.078125,2A1,8,22,688,1249,1.252950689,1.58366572,10914970,9731.176945,2465.162976,39.87826396,10903428.5,9704.562752,5054951.5,10321.10428,495.5,41.45793269,13,10903428.5,9704.562752
2A1_H23,H23,Plate2_drugs,2,tetrandrine,treated,1,20,2A1,8,23,513,1598,1.229162925,1.550057295,14922605,9196.212651,2211.64486,45.10694838,14868272,9150.893977,5886165,9538.551761,607,39.6969697,16,14868272,9150.893977
2A1_I02,I02,Plate2_drugs,2,tetrandrine,treated,0.5,10,2A1,9,2,601,1556,1.221874405,1.50887096,12893333,8915.761719,2208.472922,44.51023176,12846344,8864.320981,5512228,9294.359517,584,34,19,12846344,8864.320981
2A1_I03,I03,Plate2_drugs,2,tetrandrine,treated,0.25,5,2A1,9,3,671,1423,1.237446712,1.543101042,11657776,8954.020334,2262.983785,42.56547747,11659720,8928.083955,5197707,9422.736964,537,34.57894737,17,11659720,8928.083955
2A1_I04,I04,Plate2_drugs,2,DMSO,control,NULL,NULL,2A1,9,4,890,1244.5,1.242253444,1.548797433,10923284,9695.08754,2463.150159,39.80635675,10862745.5,9670.800112,5096946,10295.38553,494.5,41.12763158,13,10862745.5,9670.800112
2A1_I05,I05,Plate2_drugs,2,tetrandrine,treated,0.125,2.5,2A1,9,5,783,1332,1.226977887,1.515055304,11264977,9177.606734,2312.102549,41.18197511,11253211,9201.221053,5137594,9732.822816,529,42.46153846,14,11253211,9201.221053
2A1_I06,I06,Plate2_drugs,2,tetrandrine,treated,0.0625,1.25,2A1,9,6,705,1363,1.232289039,1.526035485,12285899,9422.822878,2452.222017,41.65843851,12323090,9423.880577,5171718,10085.9652,508,38.8,15,12323090,9423.880577
2A1_I07,I07,Plate2_drugs,2,tetrandrine,treated,0.03125,0.625,2A1,9,7,796,1316.5,1.231701678,1.516930394,11277814,9371.832735,2404.03717,40.94166338,11230016.5,9329.492044,5043621,10062.1974,515,37.03846154,15,11230016.5,9329.492044
2A1_I08,I08,Plate2_drugs,2,tetrandrine,treated,0.015625,0.3125,2A1,9,8,732,1303,1.23313619,1.513548492,11836948.5,9797.531785,2495.780439,40.73120581,11803380,9783.104591,5305937,10458.08473,510,43.45299145,13,11803380,9783.104591
2A1_I09,I09,Plate2_drugs,2,DMSO,control,NULL,NULL,2A1,9,9,799,1239,1.249158499,1.624553658,11039127,9730.378406,2463.697824,39.71830555,11078209,9725.945137,5151774,10383.32235,503,49.83333333,11,11078209,9725.945137
2A1_I10,I10,Plate2_drugs,2,pifithrin-mu,treated,1,10,2A1,9,10,859,1257,1.254670931,1.612011518,11230572,9659.330383,2508.070619,40.00577593,11247943,9621.027508,5100243,10324.54351,500,45.90909091,12,11247943,9621.027508
2A1_I11,I11,Plate2_drugs,2,pifithrin-mu,treated,0.5,5,2A1,9,11,815,1236,1.249502184,1.558455678,10650236,9716.27224,2503.085358,39.67019129,10599078,9681.790061,5104485,10419.84234,497,45.84615385,12,10599078,9681.790061
2A1_I12,I12,Plate2_drugs,2,pifithrin-mu,treated,0.25,2.5,2A1,9,12,730,1314.5,1.235170094,1.544108535,11501399.5,9593.106783,2386.448651,40.91055269,11477607.5,9553.274942,5351938.5,10164.12583,517,41.56578947,13,11477607.5,9553.274942
2A1_I13,I13,Plate2_drugs,2,pifithrin-mu,treated,0.125,1.25,2A1,9,13,835,1299,1.236536222,1.526136648,11209250,9245.520695,2367.718942,40.66863864,11186254,9261.528796,4941447,9931.038462,501,39.5,14,11186254,9261.528796
2A1_I14,I14,Plate2_drugs,2,pifithrin-mu,treated,0.0625,0.625,2A1,9,14,890,1309,1.234290169,1.530715982,11744034.5,9834.876,2487.671127,40.8248738,11772533.5,9861.592528,5205283.5,10459.32351,497.5,45.63030303,12,11772533.5,9861.592528
2A1_I15,I15,Plate2_drugs,2,DMSO,control,NULL,NULL,2A1,9,15,723,1250,1.261336893,1.602744982,10509252,9260.1189,2403.491345,39.89422804,10463981,9223.648529,4771356,9909.471954,493,42.36363636,13,10463981,9223.648529
2A1_I16,I16,Plate2_drugs,2,pifithrin-mu,treated,0.03125,0.3125,2A1,9,16,726,1292.5,1.236204959,1.539861741,11657101.5,9693.020294,2432.547412,40.56676041,11658019,9696.439029,5046311.5,10346.35604,510.5,47.04545455,12,11658019,9696.439029
2A1_I17,I17,Plate2_drugs,2,pifithrin-mu,treated,0.015625,0.15625,2A1,9,17,835,1318,1.234575035,1.526924621,11724071,9593.256781,2357.327819,40.96498163,11765001,9605.603881,4934780,10142.3002,500,40.8,13,11765001,9605.603881
2A1_I18,I18,Plate2_drugs,2,NSC-697923,treated,1,10,2A1,9,18,674,1281.5,1.263433234,1.5952216,11129828.5,9443.840427,2488.075043,40.39376088,11178538.5,9429.965178,5039393.5,10099.06133,492.5,42.07738095,13,11178538.5,9429.965178
2A1_I19,I19,Plate2_drugs,2,NSC-697923,treated,0.5,5,2A1,9,19,743,1247,1.251714468,1.591386868,10609694,9605.604531,2433.677515,39.84632621,10601352,9635.42872,4927075,10299.47162,475,41.875,13,10601352,9635.42872
2A1_I20,I20,Plate2_drugs,2,NSC-697923,treated,0.25,2.5,2A1,9,20,772,1261,1.246928079,1.567553058,11089411,9531.264557,2406.48785,40.06937501,11083707,9531.024819,4965422.5,10113.10821,499,41.93881119,13,11083707,9531.024819
2A1_I21,I21,Plate2_drugs,2,DMSO,control,NULL,NULL,2A1,9,21,692,1276,1.258230325,1.622020971,11668751.5,10105.58699,2600.218924,40.30698959,11655419,10121.19742,5105918,10705.73053,491,43.16666667,12,11655419,10121.19742
2A1_I22,I22,Plate2_drugs,2,NSC-697923,treated,0.125,1.25,2A1,9,22,824,1266,1.233628647,1.516253117,10903032,9495.158389,2363.457903,40.14873612,10852090,9471.965294,5105815.5,10011.91143,505.5,37.3125,15,10852090,9471.965294
2A1_I23,I23,Plate2_drugs,2,NSC-697923,treated,0.0625,0.625,2A1,9,23,783,1327,1.222555531,1.491607121,11231123,9332.927857,2384.648007,41.10460894,11210220,9290.30578,5343151,9825.638021,552,39.71428571,15,11210220,9290.30578
2A1_J02,J02,Plate2_drugs,2,NSC-697923,treated,0.03125,0.3125,2A1,10,2,806,1344,1.211353281,1.467973345,11282060,9173.098199,2222.346179,41.36706357,11258412,9134.252464,5226355,9597.270112,550,38.29910714,16,11258412,9134.252464
2A1_J03,J03,Plate2_drugs,2,NSC-697923,treated,0.015625,0.15625,2A1,10,3,870,1315.5,1.222120554,1.50360877,11287324.5,9447.86237,2320.764543,40.92611099,11236731.5,9379.782056,5126171,9945.03518,534,42.34615385,14,11236731.5,9379.782056
2A1_J04,J04,Plate2_drugs,2,selinexor,treated,1,20,2A1,10,4,385,1527,1.273176983,1.573580627,15096226,9729.945474,2420.750749,44.09350048,14984782,9681.353312,5663434,10290.09187,560,40.88,14,14984782,9681.353312
2A1_J05,J05,Plate2_drugs,2,DMSO,control,NULL,NULL,2A1,10,5,769,1280,1.24764117,1.591253343,11038656,9455.238305,2447.588455,40.37012035,10968148,9386.315589,5066963,10126.70033,514,46.90909091,12,10968148,9386.315589
2A1_J06,J06,Plate2_drugs,2,selinexor,treated,0.5,10,2A1,10,6,615,1375,1.216416268,1.491105396,11651492,9201.040705,2227.885358,41.84141936,11559921,9129.331445,5244811,9542.905089,555,43.46153846,14,11559921,9129.331445
2A1_J07,J07,Plate2_drugs,2,selinexor,treated,0.25,5,2A1,10,7,667,1376,1.21453824,1.478012715,12042755,9729.327418,2381.604446,41.85663166,12039215,9694.312318,5426722,10098.26679,548,48.9,13,12039215,9694.312318
2A1_J08,J08,Plate2_drugs,2,selinexor,treated,0.125,2.5,2A1,10,8,771,1362,1.235841278,1.560233576,11749900,9296.932701,2299.46091,41.64315382,11733492,9258.576647,5273830,9765.765657,550,46.58333333,13,11733492,9258.576647
2A1_J09,J09,Plate2_drugs,2,selinexor,treated,0.0625,1.25,2A1,10,9,773,1417,1.235177639,1.538018143,11709019,9070.261115,2194.115742,42.4756452,11761845,9070.869605,5257530,9504.508475,558,41.07142857,15,11761845,9070.869605
2A1_J10,J10,Plate2_drugs,2,DMSO,control,NULL,NULL,2A1,10,10,811,1293,1.242030414,1.578218464,11260603,9545.475085,2417.936621,40.57460698,11160102,9463.491979,5343474,10026.02219,530,45.9,13,11160102,9463.491979
2A1_J11,J11,Plate2_drugs,2,selinexor,treated,0.03125,0.625,2A1,10,11,807,1344,1.234776173,1.51323069,10976632,8861.081031,2142.904973,41.36706357,10938035,8805.595442,4949423,9305.490964,537,37,15,10938035,8805.595442
2A1_J12,J12,Plate2_drugs,2,selinexor,treated,0.015625,0.3125,2A1,10,12,859,1348,1.227985979,1.523000755,11330151,9022.280405,2253.56941,41.42857596,11304794,8989.146622,5057444,9662.130203,529,38.35714286,14,11304794,8989.146622
2A1_J13,J13,Plate2_drugs,2,puromycin,treated,1,5,2A1,10,13,704,1287,1.270770559,1.631929772,11791542,9967.381951,2650.211477,40.48035689,11777996.5,9943.47806,5322039,10840.96485,505.5,51.75252525,11,11777996.5,9943.47806
2A1_J14,J14,Plate2_drugs,2,puromycin,treated,0.5,2.5,2A1,10,14,834,1327.5,1.234971957,1.569690381,12041276.5,9736.674703,2471.580943,41.11234554,12020989.5,9689.484869,5282321,10358.84421,510,43.14561404,13,12020989.5,9689.484869
2A1_J15,J15,Plate2_drugs,2,puromycin,treated,0.25,1.25,2A1,10,15,821,1352,1.231615533,1.545945943,12162564,9307.374181,2352.799253,41.48999716,12163870,9286.201003,5320391,9952.800578,548,40.8,14,12163870,9286.201003
2A1_J16,J16,Plate2_drugs,2,DMSO,control,NULL,NULL,2A1,10,16,840,1225,1.256068716,1.596856004,10603178.5,9440.369528,2356.32079,39.49327085,10584256.5,9420.95598,4838334.5,10080.00941,478,43.26969697,13,10584256.5,9420.95598
2A1_J17,J17,Plate2_drugs,2,puromycin,treated,0.125,0.625,2A1,10,17,771,1318,1.240513252,1.546257528,11780732,9522.565724,2401.212732,40.96498163,11753240,9537.837838,4984900,10248.26776,500,43,13,11753240,9537.837838
2A1_J18,J18,Plate2_drugs,2,puromycin,treated,0.0625,0.3125,2A1,10,18,766,1325.5,1.239565973,1.570237302,12069098,9631.435341,2399.315501,41.08136994,12043634,9642.568497,5265256,10244.30914,522,45.78409091,13,12043634,9642.568497
2A1_J19,J19,Plate2_drugs,2,puromycin,treated,0.03125,0.15625,2A1,10,19,754,1305.5,1.231670159,1.50208344,11234664.5,9450.43645,2379.420366,40.77026079,11243659.5,9427.099006,4811315.5,10072.10225,485.5,38.375,14,11243659.5,9427.099006
2A1_J20,J20,Plate2_drugs,2,puromycin,treated,0.015625,0.078125,2A1,10,20,842,1301.5,1.229044035,1.502637978,11215409.5,9434.250278,2310.547425,40.70775364,11231153,9447.242486,5228449,9973.360846,528.5,47.41666667,12,11231153,9447.242486
2A1_J21,J21,Plate2_drugs,2,perifosine,treated,1,20,2A1,10,21,261,1728,1.252881003,1.483300884,17562965,9264.078534,2550.027014,46.90584114,17499450,9215.576687,5825139,10259.69174,550,30.52941176,19,17499450,9215.576687
2A1_J22,J22,Plate2_drugs,2,DMSO,control,NULL,NULL,2A1,10,22,793,1236,1.256847104,1.595833113,10809262,9772.98279,2452.292182,39.67019129,10757028,9743.988473,4942589,10300.78998,484,45.36363636,12,10757028,9743.988473
2A1_J23,J23,Plate2_drugs,2,perifosine,treated,0.5,10,2A1,10,23,443,1738,1.245245291,1.520838734,17043689,8937.048003,2352.535959,47.04136827,16926389,8889.489175,6276427,9570.821317,658,31.36363636,22,16926389,8889.489175
2A1_K02,K02,Plate2_drugs,2,perifosine,treated,0.25,5,2A1,11,2,657,1325,1.218751422,1.483856269,11521662,9657.258921,2465.144084,41.07362167,11446583,9653.90872,5382580,10222.47294,533,42.26086957,13,11446583,9653.90872
2A1_K03,K03,Plate2_drugs,2,perifosine,treated,0.125,2.5,2A1,11,3,721,1294,1.237277591,1.54760042,11417316,9846.363399,2448.99813,40.59029405,11372722,9788.776522,5206832,10378.11585,507,41.13333333,14,11372722,9788.776522
2A1_K04,K04,Plate2_drugs,2,perifosine,treated,0.0625,1.25,2A1,11,4,763,1360,1.226601812,1.502855451,12277319,9590.668454,2420.552312,41.61256758,12283374,9572.220245,5202543,10146.28094,514,39,15,12283374,9572.220245
2A1_K05,K05,Plate2_drugs,2,perifosine,treated,0.03125,0.625,2A1,11,5,891,1366,1.222585843,1.499489777,12021495,9437.291099,2328.26231,41.70425899,12019135,9413.216561,5301395,9875.990619,535,40.25,14,12019135,9413.216561
2A1_K06,K06,Plate2_drugs,2,DMSO,control,NULL,NULL,2A1,11,6,816,1249,1.260869529,1.591275756,11790748.5,10192.04357,2650.976537,39.87826396,11788864,10187.54664,5118711.5,11014.34196,473,45.68333333,11,11788864,10187.54664
2A1_K07,K07,Plate2_drugs,2,perifosine,treated,0.015625,0.3125,2A1,11,7,750,1291,1.222310419,1.49578371,11753055,9704.087511,2433.924211,40.54316597,11727949.5,9681.247256,5285289.5,10296.39422,507.5,38.70238095,14,11727949.5,9681.247256
2A1_K08,K08,Plate2_drugs,2,tanespimycin,treated,1,5,2A1,11,8,68,405.5,3.164880311,1.461231891,87090,194.2047139,17.75371543,22.72209782,85915.5,192.9474447,25875,214.694464,120,1.842203548,50.5,85915.5,192.9474447
2A1_K09,K09,Plate2_drugs,2,tanespimycin,treated,0.5,2.5,2A1,11,9,244,1750,1.225876746,1.527637577,17492785,9390.205125,2436.664982,47.20305368,17535630,9413.261129,6012760,10115.93974,571,37.46941176,18,17535630,9413.261129
2A1_K10,K10,Plate2_drugs,2,tanespimycin,treated,0.25,1.25,2A1,11,10,541,1387,1.272473867,1.598924801,11608455,9116.451142,2400.79227,42.02360347,11596286,9135.022825,5026419,9892.514477,515,36,16,11596286,9135.022825
2A1_K11,K11,Plate2_drugs,2,DMSO,control,NULL,NULL,2A1,11,11,658,1239,1.249314718,1.577851002,10335616.5,9228.535464,2454.183539,39.71830232,10325121,9269.61893,4827594,10033.17449,478.5,41.46306818,12.5,10325121,9269.61893
2A1_K12,K12,Plate2_drugs,2,tanespimycin,treated,0.125,0.625,2A1,11,12,699,1369,1.248258393,1.582912348,11855592,9491.41485,2395.702335,41.75002918,11853992,9489.740741,5144528,9992.144144,525,37.04545455,15,11853992,9489.740741
2A1_K13,K13,Plate2_drugs,2,tanespimycin,treated,0.0625,0.3125,2A1,11,13,706,1308.5,1.232630827,1.531949661,11501240,9680.087123,2476.189258,40.81707833,11474809,9704.385363,5048554.5,10257.27465,486.5,41.46103896,13.5,11474809,9704.385363
2A1_K14,K14,Plate2_drugs,2,tanespimycin,treated,0.03125,0.15625,2A1,11,14,736,1288.5,1.24106726,1.56745709,10994118,9342.057821,2338.991187,40.50393921,10989634,9336.479856,5020052.5,9838.655129,516.5,39.76666667,14,10989634,9336.479856
2A1_K15,K15,Plate2_drugs,2,tanespimycin,treated,0.015625,0.078125,2A1,11,15,816,1303,1.232373727,1.510174789,10703674.5,9244.041083,2292.145825,40.73120581,10690101,9231.644656,4774612,9849.929185,491,38.70961538,14,10690101,9231.644656
2A1_K16,K16,Plate2_drugs,2,MLN0128,treated,1,5,2A1,11,16,191,1594,1.327815636,1.862222079,17181343,10111.15121,2805.260864,45.05045876,17164157,10091.08024,5115159,10643.46327,469,33.55555556,16,17164157,10091.08024
