,plate_well,WellId,Plate,Plate_number,Drug_name,Treatment,Metadata_dil_factor,Metadata_concentration_uM,PlateNumber,Row,Column,CELL_COUNT,ObjectArea_NUC_A,ObjectShapeP2A_NUC_A,ObjectShapeLWR_NUC_A,ObjectTotalInten_NUC_A,ObjectAvgInten_NUC_A,ObjectVarInten_NUC_A,ObjectSize_NUC_A,RingTotalInten_RNA,RingAvgInten_RNA,CircTotalInten_RNA,CircAvgInten_RNA,RingSpotTotalInten_RNA,RingSpotAvgInten_RNA,RingSpotTotalArea_RNA,RingSpotAvgArea_RNA,RingSpotCount_RNA,CircSpotTotalInten_RNA,CircSpotAvgInten_RNA,CircSpotTotalArea_RNA,CircSpotAvgArea_RNA,CircSpotCount_RNA,TotalInten_RNA,AvgInten_RNA,RingTotalInten_PMG,RingAvgInten_PMG,CircTotalInten_PMG,CircAvgInten_PMG,RingSpotTotalInten_PMG,RingSpotAvgInten_PMG,RingSpotTotalArea_PMG,RingSpotAvgArea_PMG,RingSpotCount_PMG,CircSpotTotalInten_PMG,CircSpotAvgInten_PMG,CircSpotTotalArea_PMG,CircSpotAvgArea_PMG,CircSpotCount_PMG,TotalInten_PMG,AvgInten_PMG,RingTotalInten_MITO,RingAvgInten_MITO,CircTotalInten_MITO,CircAvgInten_MITO,RingSpotTotalInten_MITO,RingSpotAvgInten_MITO,RingSpotTotalArea_MITO,RingSpotAvgArea_MITO,RingSpotCount_MITO,CircSpotTotalInten_MITO,CircSpotAvgInten_MITO,CircSpotTotalArea_MITO,CircSpotAvgArea_MITO,CircSpotCount_MITO,TotalInten_MITO,AvgInten_MITO,RingTotalInten_NUC_Tex,RingAvgInten_NUC_Tex,CircTotalInten_NUC_Tex,CircAvgInten_NUC_Tex,RingSpotTotalInten_NUC_Tex,RingSpotAvgInten_NUC_Tex,RingSpotTotalArea_NUC_Tex,RingSpotAvgArea_NUC_Tex,RingSpotCount_NUC_Tex,CircSpotTotalInten_NUC_Tex,CircSpotAvgInten_NUC_Tex,CircSpotTotalArea_NUC_Tex,CircSpotAvgArea_NUC_Tex,CircSpotCount_NUC_Tex,TotalInten_NUC_Tex,AvgInten_NUC_Tex
1013,2A1_F02,F02,Plate2_drugs,2,mitoxantrone,treated,0.25,1.25,2A1,6,2,325,1610,1.280167109,1.753892982,18153134,10963.46164,3236.826711,45.27599438,11794693,1272.854243,7878773,4677.159529,0,0,0,0,0,383436,7179.527778,61,7.75,6,7878773,4677.159529,26810454,2887.09174,9545216,5651.080899,3756691,4876.079035,763,9.516666667,77,4934220,6095.204286,783,21.3,37,9545216,5651.080899,23937574,2510.313788,8096991,4793.155807,2467584,5143.687755,492,4.280898876,118,1133489,5520.638889,205,3.128712871,53,8096991,4793.155807,10344405,1097.57443,18020247,10877.97933,0,0,0,0,0,7658468,11958.54778,636,44.85714286,15,18020247,10877.97933
1014,2A1_F03,F03,Plate2_drugs,2,mitoxantrone,treated,0.125,0.625,2A1,6,3,372,1533,1.309972241,1.85179197,17369267.5,10665.16978,2909.958013,44.17992811,11591540.5,1340.141055,7287551,4612.174625,0,0,0,0,0,519396.5,7485.865891,69.5,9.291666667,6,7287551,4612.174625,24874081.5,2876.759162,8526744,5414.088842,5120029.5,4694.400124,1055.5,13.37782239,77,4810901.5,5856.344919,797,28.625,29,8526744,5414.088842,24856589.5,2870.98343,7829552.5,5041.808522,4617977,5362.923698,817.5,7.420145403,112,1489952.5,5769.587738,260,4.295938104,48,7829552.5,5041.808522,9073582.5,1029.684597,17222572,10571.49531,8633.5,2464.807018,3,1,1,6978978.5,11120.67123,619.5,40.71650718,16,17222572,10571.49531
1015,2A1_F04,F04,Plate2_drugs,2,mitoxantrone,treated,0.0625,0.3125,2A1,6,4,559,1187,1.293146091,1.750682673,12974495,11317.0875,3111.416286,38.87589664,10495935,1502.347837,6586192,5219.777679,0,0,0,0,0,462056,8393.461538,55,8.428571429,6,6586192,5219.777679,21154043,2914.984567,7411869,5739.333102,3576859,5018.949438,679,13.8,48,4170944,6352.464088,632,37.48,18,7411869,5739.333102,19741134,2775.722062,6490345,5143.212202,3682541,5441.894231,685,9.010869565,78,1413493,5953.158974,243,6.837209302,32,6490345,5143.212202,7635517,1048.459781,13013168,11301.9585,3722,2169,1,1,1,5692687,11961.77916,489,63.55555556,8,13013168,11301.9585
1016,2A1_F05,F05,Plate2_drugs,2,mitoxantrone,treated,0.03125,0.15625,2A1,6,5,669,1196,1.27048289,1.679269456,11100203,10161.27905,2667.31414,39.02299957,11037068,1613.735192,5785849,4763.092891,0,0,0,0,0,434474,7445.217054,59,8.222222222,6,5785849,4763.092891,20764872,2972.654943,6620632,5415.143506,2484716,5110.911854,469,12.80357143,34,3200652,5981.686567,519,19.94117647,22,6620632,5415.143506,19757049,2823.587276,5940869,4824.121746,2872946,5579.525581,496,7.741935484,64,867006,5722.685897,153,4.585365854,28,5940869,4824.121746,7872407,1099.448042,11060142,10085.36013,3697,2121.5,1,1,1,5591215,10673.47017,527,56.66666667,10,11060142,10085.36013
1017,2A1_F06,F06,Plate2_drugs,2,DMSO,control,NULL,NULL,2A1,6,6,816,1311,1.253431178,1.609949242,10857738,8950.054982,2310.533692,40.85604974,11209154,1768.365256,5809458,4372.606402,0,0,0,0,0,371871.5,6226.655468,60,7.645833333,7,5809458,4372.606402,18629515.5,2931.797439,6805746.5,5114.128383,1944139.5,5050.437298,373,12.83891547,28,2558890,5806.384565,435,15.88111888,23,6805746.5,5114.128383,19340983.5,3012.521323,6613008,4996.840552,2649072,5723.71412,455,7.984378755,57,852982,6081.357906,148,4.784749035,26,6613008,4996.840552,7012673,1099.221806,10813197,8905.266917,2151,1925.5625,1,1,1,4842158.5,9730.265358,502,40.2625,14,10813197,8905.266917
1018,2A1_F07,F07,Plate2_drugs,2,mitoxantrone,treated,0.015625,0.078125,2A1,6,7,711,1250,1.248010029,1.606901949,10645075,9405.786238,2415.119417,39.89422804,11234856,1684.01999,5567413,4343.911012,0,0,0,0,0,439553,6730.743363,65,8.285714286,7,5567413,4343.911012,19438034,2839.807006,6317272,4871.649123,1357791,4862.215789,272,9.441176471,25,2098565,5518.325142,396,12.06382979,24,6317272,4871.649123,18680637,2741.957355,5604380,4330.750484,2203522,5077.997487,426,6.305555556,63,658271,5198.0875,127,3.682926829,25,5604380,4330.750484,7487722,1103.535646,10575977,9336.977889,6101,2415.8,2,1,1,5118660,9854.151713,527,47,13,10575977,9336.977889
1019,2A1_F08,F08,Plate2_drugs,2,sirtinol,treated,1,20,2A1,6,8,148,2030.5,1.186439639,1.326886137,19376762.5,9699.806813,2832.715903,50.84519182,13417045.5,1326.227931,11264973,5082.882638,19587.5,3948.409524,4,1.656862745,1,796547,8623.61165,89.5,10.71363636,6,11264973,5082.882638,30976760,2837.856859,14119584.5,6386.3267,7278778.5,4802.26205,1586,15.40804598,100.5,7057305,7408.387144,969.5,52.61176471,27.5,14119584.5,6386.3267,28599947,2689.981181,13177371.5,5742.001986,5531110.5,5006.781742,992,7.970945946,154.5,3486963.5,6809.88109,456,8.303571429,61.5,13177371.5,5742.001986,10307242.5,936.2339681,19200553,9603.955981,10717.5,2226.543636,3.5,1.733333333,1,5868576,10683.55458,540.5,36.43277311,19,19200553,9603.955981
1020,2A1_F09,F09,Plate2_drugs,2,sirtinol,treated,0.5,10,2A1,6,9,164,1949,1.218673414,1.393051387,14068061,7628.992635,2069.941344,49.81505585,10643333.5,1037.927191,7057549.5,3548.012,0,0,0,0,0,27988.5,5425.112554,5,2.75,1,7057549.5,3548.012,27495501.5,2694.899178,11047599,5558.878381,6280549,4494.4504,1438,15.59122427,91.5,5136198.5,6353.082362,767.5,32.25274725,23.5,11047599,5558.878381,21896983.5,2120.345139,7766736.5,3900.32928,3945454.5,4208.483516,958.5,6.58047353,144,1686587.5,4807.383915,317.5,6.381019387,36.5,7766736.5,3900.32928,6678211,636.7356353,14062131,7643.484231,0,0,0,0,0,4661961,8326.546715,483.5,27.46296296,21,14062131,7643.484231
1021,2A1_F10,F10,Plate2_drugs,2,sirtinol,treated,0.25,5,2A1,6,10,135,1838,1.201769392,1.387193834,14153209,8014.956487,2547.814542,48.37576132,10388061,1059.446114,7316899,3701.868217,0,0,0,0,0,149439,5508.933333,23,4.777777778,2,7316899,3701.868217,27326418,2658.823289,11059908,5962.167235,7246051,4620.201694,1519,19.72289157,88,5810218,6788.262055,816,37.23076923,20,11059908,5962.167235,23539206,2243.536398,9154956,4513.374205,4759353,4426.426207,1126,9,124,2230264,5560.366255,368,9.054054054,38,9154956,4513.374205,6529611,650.2650602,14166978,8037.267565,3501,1535.0625,1,1,1,4524925,9392.710317,431,27.38461538,17,14166978,8037.267565
1022,2A1_F11,F11,Plate2_drugs,2,sirtinol,treated,0.125,2.5,2A1,6,11,196,1914.5,1.259050226,1.466794666,19854023,10564.22546,3150.388997,49.3721792,15090654,1514.886142,9910791,4827.527465,0,0,0,0,0,694545.5,8477.082019,80,10,6,9910791,4827.527465,31113976,2963.249145,12361700.5,6039.501643,5797473.5,4743.255454,1226,11.81917503,107.5,5987778.5,6829.255592,858.5,35.46153846,26,12361700.5,6039.501643,27767700.5,2696.537518,10767375,5291.824887,5394661,4928.396631,1025,6.819567483,170.5,2847883,6333.449597,427,8.19924812,50.5,10767375,5291.824887,11178738,1074.352886,19763309.5,10518.25248,15989,3178.919079,4,1.333333333,1.5,6880887,11474.81152,589.5,38.96172249,17.5,19763309.5,10518.25248
1023,2A1_F12,F12,Plate2_drugs,2,DMSO,control,NULL,NULL,2A1,6,12,880,1301.5,1.254015785,1.600399709,11148708.5,9131.443159,2294.437962,40.70775364,10953070,1716.676652,5723207,4157.396486,9547,3286.047748,2,1.166666667,1,431811.5,6129.60101,72,9,7,5723207,4157.396486,18800356,2878.99501,6618290.5,4834.099759,1431356,5015.924731,284,11.59090909,23,1974508,5572.424966,346,12.16679537,21,6618290.5,4834.099759,17144851.5,2637.716043,5735685.5,4193.33212,1932864,4873.493616,382.5,6.379949875,58,579915,5009.224258,115.5,3.595744681,26,5735685.5,4193.33212,7264405.5,1113.728494,11045731,9082.53701,4839,2435.411111,1,1,1,5175818.5,9712.623826,540,44.88827586,13,11045731,9082.53701
1024,2A1_F13,F13,Plate2_drugs,2,sirtinol,treated,0.0625,1.25,2A1,6,13,422,1360,1.358907802,1.541822574,11616885.5,8812.158965,2502.506884,41.61254227,10003584,1432.468834,6196608.5,4264.402275,0,0,0,0,0,270382.5,6652.076812,42.5,7.928571429,4,6196608.5,4264.402275,20142118.5,2774.352621,7954069.5,5482.296122,4010634,4698.508278,857,14.78462838,57.5,4254164,6109.843803,699,35.24642857,20,7954069.5,5482.296122,18739170.5,2558.460986,7278527.5,4886.32252,3829394,4863.67137,770,8.796702756,80,1741634.5,5825.959241,304,7.338961039,34,7278527.5,4886.32252,7356067,1028.266649,11636167,8773.542012,29314,3636.214286,8,2.261363636,2,4849805.5,9821.068629,484.5,37.18939394,14,11636167,8773.542012
1025,2A1_F14,F14,Plate2_drugs,2,sirtinol,treated,0.03125,0.625,2A1,6,14,628,1327,1.275618796,1.565811129,11285988.5,8829.694548,2341.77638,41.10460894,10139766,1500.51028,5354511,3936.718292,0,0,0,0,0,348445.5,6298.425532,54,9,5,5354511,3936.718292,19327574,2796.328204,6853202.5,5087.34306,2285889,4657.154099,485.5,12.65563241,35,2813349.5,5770.816418,480.5,22.11011905,19,6853202.5,5087.34306,17354565.5,2506.451476,5734071.5,4345.857146,2708308,4568.367649,606,8.0625,74.5,986015,5126.29299,193,5.802148302,27,5734071.5,4345.857146,6966670,1009.81601,11241727,8793.252101,20421,3521.74314,5,1.645833333,2,4671379,9541.079422,473.5,40.29741379,13,11241727,8793.252101
1026,2A1_F15,F15,Plate2_drugs,2,sirtinol,treated,0.015625,0.3125,2A1,6,15,597,1424,1.264391802,1.534711555,13037815,9305.453131,2386.721564,42.58043109,11297716,1634.413916,6047977,4088.606403,0,0,0,0,0,440518,6401.591837,69,9.222222222,7,6047977,4088.606403,20643901,2893.622227,7521659,5156.043045,1976514,4718.857447,419,9.456521739,40,2953712,5751.173397,485,16.95,28,7521659,5156.043045,19008901,2718.628112,6570108,4419.697077,2733233,4719.08764,555,6.66442953,81,910326,5291.823529,177,4.576923077,31,6570108,4419.697077,8183532,1149.971536,12975053,9255.660655,17886,3060,5,1.333333333,2,5350661,9879.872576,543,40.7,14,12975053,9255.660655
1027,2A1_F16,F16,Plate2_drugs,2,belinostat,treated,1,20,2A1,6,16,227,780,1.17228504,1.287842493,9887119,12729.52456,3723.994762,31.5139151,5600223,643.6140634,7134692,9263.908333,0,0,0,0,0,848086,11713.56136,72,10.77777778,4,7134692,9263.908333,17420630,2043.331544,7914606,10528.28182,1569281,5864.125,254,13.05882353,19,7139849,11959.64496,661,507,1,7914606,10528.28182,2600853,303.7618653,1061888,1329.261491,47828,777.75,63,1.5625,34,458175,1657.379433,269,12.65217391,23,1061888,1329.261491,5802266,686.1226744,9840352,12639.79504,0,0,0,0,0,4065412,14445.65472,280,139,2,9840352,12639.79504
1028,2A1_F17,F17,Plate2_drugs,2,belinostat,treated,0.5,10,2A1,6,17,446,1056.5,1.230572261,1.519374618,11190969,11752.22008,3378.674491,36.67657942,7351357.5,1163.621771,5158984,4803.44039,55990.5,4010.888512,12,2.333333333,3,607651.5,6891.167169,84.5,9.381818182,7,5158984,4803.44039,17091041.5,2646.892638,6639374,6323.499678,3877552.5,4894.483949,823.5,16.63852041,42.5,4953223.5,6698.045457,739,78.7875,10.5,6639374,6323.499678,4627205.5,720.2360536,1560295,1466.942022,409493,1531.585156,255,2.800825397,84,270753,1743.616418,160,2.507180851,49,1560295,1466.942022,6782449.5,1082.828452,11081448.5,11640.62382,0,0,0,0,0,5093299.5,12887.36171,405.5,91.575,5,11081448.5,11640.62382
1029,2A1_F18,F18,Plate2_drugs,2,DMSO,control,NULL,NULL,2A1,6,18,838,1267,1.255420479,1.608209817,10938217.5,9361.669036,2420.155677,40.16459266,10223185.5,1625.95839,5027807.5,3877.042843,7532,3356.428571,2,1,1,414552,5956.112013,68,8.363970588,7,5027807.5,3877.042843,19025516.5,2970.524023,6511437.5,5012.912586,1470617,4985.532375,284,10.1504717,27,2203294.5,5617.82626,390.5,12.09185606,26,6511437.5,5012.912586,17783141,2749.202907,5743983.5,4404.12759,1724950.5,4968.028775,337,5.39735914,62,571823,5118.0779,113,3.124708625,28,5743983.5,4404.12759,7309620,1147.745321,10875210,9304.970205,8035.5,2664.352941,2,1,1,5204330,10019.64516,520,44.7979798,13,10875210,9304.970205
1030,2A1_F19,F19,Plate2_drugs,2,belinostat,treated,0.25,5,2A1,6,19,795,1278,1.209385209,1.464752584,11036403,9319.11329,2330.51708,40.33856887,10518016,1806.97884,5399750,4102.642442,13181,3792.5625,3,1.5,1,467919,6336.94964,73,8.833333333,7,5399750,4102.642442,18477577,3132.779213,6806366,5263.429498,1707592,5151.061538,316,10.5,26,2513608,5907.293671,422,14.33928571,24,6806366,5263.429498,15505967,2632.40031,5196877,3990.748082,2118428,4620.907601,437,6.446153846,71,664440,4727.93985,137,3.68,29,5196877,3990.748082,6895188,1166.722987,11019753,9303.867908,4990,2485.3125,1,1,1,4987163,9817.859251,501,44,13,11019753,9303.867908
1031,2A1_F20,F20,Plate2_drugs,2,belinostat,treated,0.125,2.5,2A1,6,20,809,1268,1.221597967,1.486356771,10413882,8965.084416,2199.358016,40.1804398,10403815,1634.437489,4995938,3770.900548,0,0,0,0,0,377838,5921.75,65,8.142857143,7,4995938,3770.900548,19008983,2974.083134,6586630,4987.404924,1448047,4913.834483,291,9.227272727,29,2291747,5611.501393,410,11.31578947,29,6586630,4987.404924,18105243,2813.481694,5761104,4386.186129,1869146,4940.707006,358,5.879518072,62,529376,5241.774194,103,3.421052632,24,5761104,4386.186129,7041894,1086.374132,10391257,8944.819795,8745,2562,2,1,1,4892794,9466.622172,506,39.27586207,14,10391257,8944.819795
1032,2A1_F21,F21,Plate2_drugs,2,belinostat,treated,0.0625,1.25,2A1,6,21,899,1359,1.225208635,1.493982306,11326127,9171.361285,2154.516008,41.59726603,10847273,1747.120427,5222395,3796.100289,0,0,0,0,0,385721,5889.5,66,8.181818182,7,5222395,3796.100289,19585660,3077.732793,7055862,5136.312603,1153255,5142.884956,225,8.73255814,24,1923691,5780.738758,326,9.125,28,7055862,5136.312603,19763234,3078.592363,6431377,4635.941078,1878870,5277.582353,352,5.705882353,60,437569,5590.385965,81,3.224489796,21,6431377,4635.941078,7098294,1119.147404,11322003,9142.701411,5695,2618.96875,2,1,1,5065392,9561.811747,534,42.54545455,14,11322003,9142.701411
1033,2A1_F22,F22,Plate2_drugs,2,belinostat,treated,0.03125,0.625,2A1,6,22,802,1337.5,1.236542825,1.546933909,11350597.5,9412.894055,2327.222595,41.26690964,10528985.5,1586.474496,5178594.5,3767.630815,16121.5,3525.018307,4,2,1,406563.5,6002.762753,68.5,8.090909091,8,5178594.5,3767.630815,20380015.5,3033.047539,7290003.5,5317.556395,1814767.5,5150.938815,342,12.10357143,26,2646743.5,6028.12184,440,13.47684211,25,7290003.5,5317.556395,21997027.5,3216.031536,7107754,5101.628236,2507785,5666.250418,410.5,6.963624339,61,744137,6117.34868,123,4.082482993,22,7107754,5101.628236,7395563.5,1082.030463,11284570,9403.228598,11185.5,2763.101852,3,1,2,5097663,9983.08876,517,39.975,14,11284570,9403.228598
1034,2A1_F23,F23,Plate2_drugs,2,belinostat,treated,0.015625,0.3125,2A1,6,23,821,1325,1.237254602,1.528416211,11690579,9484.288347,2341.58658,41.07362167,10081717,1577.908385,4923295,3659.221625,38116,3856.650943,9,3.5,2,464903,5840.464286,80,9,8,4923295,3659.221625,19546246,2985.495858,6974608,5147.00571,1881907,5038.578947,382,12.16326531,29,2538689,5848.655172,448,13.22222222,27,6974608,5147.00571,17245957,2645.09334,5666901,4075.519259,1681758,4634.595615,356,5.672131148,61,479303,4931.857143,98,3.648648649,22,5666901,4075.519259,7172675,1094.560121,11654001,9455.735967,14865,3189.714286,4,1.222222222,2,5104427,10010.77318,513,41.1,13,11654001,9455.735967
1035,2A1_G02,G02,Plate2_drugs,2,DMSO,control,NULL,NULL,2A1,7,2,693,1230,1.241864131,1.571386936,11180282,9902.502008,2473.153361,39.57378728,8276407,1268.696646,3975558,3130.213389,14982,3113.5,5,2,1,320251,4978.166667,65,8.25,8,3975558,3130.213389,18106869,2727.25861,6015924,4767.634465,2297934,4492.161692,508,11.52688172,41,3010623,5209.585263,563,17.56521739,30,6015924,4767.634465,17139893,2597.953568,5312768,4184.535588,2028740,4664.583333,420,5.793103448,69,649281,4919.463054,132,3.666666667,30,5312768,4184.535588,7118535,1082.389605,11130810,9858.414947,10429,2723.333333,3,1,1,5301994,10422.66023,515,46.8,12,11130810,9858.414947
1036,2A1_G03,G03,Plate2_drugs,2,picropodophyllin,treated,1,10,2A1,7,3,544,1266,1.230753002,1.55334573,11357871.5,9548.669029,2490.33044,40.14873612,8033745.5,1167.370446,3869625.5,2870.728253,14244,2537.21875,6,1.791666667,2,311810,4345.109375,76,8.5,8,3869625.5,2870.728253,17705479.5,2593.76265,6065467,4555.053445,2103949,3996.98576,543,8.077693433,52,3174345,4957.423128,615,18.15714286,30,6065467,4555.053445,15139371,2191.898865,4830631,3665.968744,1347094.5,3790.093407,348,3.605551627,84,578372.5,4234.748719,137,2.533888889,42.5,4830631,3665.968744,7626748,1104.052541,11291854.5,9468.282339,4633.5,2261.899123,1,1,1,5378192,10143.00441,538.5,41.38970588,14,11291854.5,9468.282339
1037,2A1_G04,G04,Plate2_drugs,2,picropodophyllin,treated,0.5,5,2A1,7,4,740,1261.5,1.233038454,1.559524284,11574275,9809.870138,2392.274888,40.07732055,8569820,1293.369162,4141339.5,3237.536839,6446,2815.726496,2,1,1,266125.5,4961.347917,51,6.666666667,7,4141339.5,3237.536839,19294160,2830.140233,6415883.5,5031.972855,1847183.5,4701.091994,377,12.67394958,27,2640361,5744.846257,448,20.37254902,19,6415883.5,5031.972855,16438929,2401.522296,4937818.5,3849.279854,1626454,4171.049277,371,5.569504174,69,515973,4615.381165,114,4.014285714,23,4937818.5,3849.279854,6978339,1007.507401,11549913.5,9805.844824,0,0,0,0,0,4969873.5,10335.97472,482,41.27272727,12,11549913.5,9805.844824
1038,2A1_G05,G05,Plate2_drugs,2,picropodophyllin,treated,0.25,2.5,2A1,7,5,682,1299,1.22747652,1.561428892,11710207.5,9674.227581,2396.334805,40.66863864,8811501,1248.762982,4221044.5,3168.159621,6629,2612.55,2,1,1,328246,4926.588065,67,8.25,7,4221044.5,3168.159621,19641105,2727.516781,6370051,4815.809955,2198446.5,4422.84366,480,10.9212963,41.5,2944782,5344.575938,555.5,19.31704545,28,6370051,4815.809955,19813912.5,2745.549039,5741516.5,4370.588913,2307258.5,4665.763797,489.5,6.265079365,78.5,661413,5139.115475,130,3.854166667,27,5741516.5,4370.588913,7322583,1022.588313,11668635.5,9603.583069,4100,1987.166667,1,1,1,5198989,10158.43209,509,48.02597403,12,11668635.5,9603.583069
1039,2A1_G06,G06,Plate2_drugs,2,picropodophyllin,treated,0.125,1.25,2A1,7,6,763,1252,1.230257927,1.544899761,10761550,9473.559259,2347.73489,39.92613067,9257356,1346.052745,4365576,3442.747226,6395,2704.666667,2,1,1,256243,5148.166667,51,7,6,4365576,3442.747226,19728412,2812.707163,6463136,4975.669782,1977173,4720.901961,398,11.78947368,32,2576533,5632.463664,454,18.76923077,23,6463136,4975.669782,20810623,3029.205728,6308783,4986.331719,2608977,5404.103666,460,7.416666667,63,758517,5958.320513,131,4.8,22,6308783,4986.331719,6920703,1003.528851,10742061,9460.08126,2140,1855,1,1,1,5027783,10034.85124,496,42.52941176,12,10742061,9460.08126
1040,2A1_G07,G07,Plate2_drugs,2,DMSO,control,NULL,NULL,2A1,7,7,695,1251,1.256249604,1.615415822,11022551,9719.629963,2533.302484,39.91018254,8256792,1250.355172,4092318,3172.67148,16993,2983.375,5,2,1,222295,4626.746835,48,6.5,6,4092318,3172.67148,18224704,2704.442178,6268942,4906.817391,3183592,4645.311724,664,16.2,41,3227162,5515.6,575,24.86666667,22,6268942,4906.817391,18179731,2705.685897,5849319,4597.663275,2689457,5136.026263,497,8.238095238,60,915809,5470.682353,169,5.666666667,25,5849319,4597.663275,6897703,1030.959179,11014467,9701.15075,5783,2538.8,2,1,1,4941926,10478.61997,466,43.8,12,11014467,9701.15075
1041,2A1_G08,G08,Plate2_drugs,2,picropodophyllin,treated,0.0625,0.625,2A1,7,8,709,1296,1.228028961,1.528871193,11173705,9563.412736,2365.424412,40.62165002,8851966,1273.850402,4230984,3309.353187,8106,2803.847458,3,1.285714286,1,302453,4903.311111,62,7.9,7,4230984,3309.353187,19585839,2751.435949,6383312,4904.13275,1830152,4645.358824,380,11.57894737,30,2319495,5586.505618,418,15.78125,23,6383312,4904.13275,18096041,2546.690691,5399351,4249.824224,2125372,4569.06,442,6.472972973,69,593847,5029.741935,119,3.857142857,24,5399351,4249.824224,7146674,1016.027143,11083563,9527.08445,0,0,0,0,0,5070544,9969.43133,508,45.94736842,12,11083563,9527.08445
1042,2A1_G09,G09,Plate2_drugs,2,picropodophyllin,treated,0.03125,0.3125,2A1,7,9,695,1291,1.234078115,1.562364343,12067815,9648.31079,2461.708513,40.54321463,9430797,1299.226386,4392402,3288.768272,0,0,0,0,0,294158,4865.6,60,7.545454545,6,4392402,3288.768272,20119766,2738.30847,6618790,4864.056348,1868785,4640.088263,398,12.08333333,31,2705927,5513.177924,459,17.30769231,24,6618790,4864.056348,20493718,2766.438851,6111326,4577.102456,2254175,4970.804813,430,6.654545455,62,653939,5437.045872,121,4.36,22,6111326,4577.102456,7238501,979.2896856,12051105,9639.451368,0,0,0,0,0,5281468,10334.31281,518,46.66666667,12,12051105,9639.451368
1043,2A1_G10,G10,Plate2_drugs,2,picropodophyllin,treated,0.015625,0.15625,2A1,7,10,777,1289,1.219778262,1.520331043,11404694,9416.443921,2369.617344,40.51179795,9339345,1320.747599,4356990,3303.644248,0,0,0,0,0,256757,4860.808917,55,6.75,6,4356990,3303.644248,19883883,2759.118133,6665557,5029.956627,1870266,4747.55144,384,11.96551724,29,2465720,5712.789199,431,15.80645161,24,6665557,5029.956627,19129981,2657.995022,5877241,4370.946957,1964312,4782.657658,399,6.632075472,60,575890,5232.024691,110,4.15,22,5877241,4370.946957,7122057,998.8421581,11464784,9437.799427,0,0,0,0,0,5255333,10145.82547,525,46.07692308,12,11464784,9437.799427
1044,2A1_G11,G11,Plate2_drugs,2,DTT,treated,1,20,2A1,7,11,249,1074,1.204083543,1.471041206,11729768,11763.39403,3121.03195,36.97917348,6333123,707.9773383,3063447,2602.028265,6735,2225,3,1,1,318760,4238.5,74,12.5,6,3063447,2602.028265,18973838,2113.178675,6116238,5350.256083,4826611,3736.133797,1289,18.22413793,67,4580361,5671.294072,784,74.81818182,11,6116238,5350.256083,15952991,1776.794305,5162038,4621.483693,3607049,3886.170107,966,9.730769231,95,1747465,5245.464627,333,8.095890411,41,5162038,4621.483693,8030926,901.9878751,11647217,11703.23569,0,0,0,0,0,5162261,12591.90074,425,73,6,11647217,11703.23569
1045,2A1_G12,G12,Plate2_drugs,2,DTT,treated,0.5,10,2A1,7,12,353,1141,1.180606364,1.380642888,12296778,11455.68944,3211.591887,38.11517179,6875213,875.5890676,3473872,2855.179433,9801,1995.555556,3,1.142857143,1,328309,4306.701754,75,9.5,7,3473872,2855.179433,18835540,2308.081357,6330224,5193.516874,2897340,3818.508834,715,9.28358209,77,4112598,5609.373077,694,45.6,17,6330224,5193.516874,15160364,1881.233267,5017138,4050.66458,2283692,3623.396285,645,4.840707965,117,1201936,4489.731915,267,4.144444444,54,5017138,4050.66458,8340301,1034.694772,12208752,11391.82567,0,0,0,0,0,5133267,12548.59756,422,73.5,7,12208752,11391.82567
1046,2A1_G13,G13,Plate2_drugs,2,DMSO,control,NULL,NULL,2A1,7,13,730,1232,1.252783185,1.598642327,10586488.5,9488.567562,2445.052093,39.60591867,8142095,1231.420884,3873570,3045.749088,15617,2866.510638,5,2,1,289442,4577.955455,66,7.666666667,7,3873570,3045.749088,17803479.5,2638.771082,5924463,4669.796217,1947244,4673.032202,408,13.5425917,28.5,2454398.5,5278.665097,451.5,17,22,5924463,4669.796217,17695495,2608.234976,5549815,4346.97719,2216325,4820.035067,447,6.868844697,64,785041.5,5184.775,154,4.727272727,26,5549815,4346.97719,6552715.5,952.2203717,10592156.5,9493.600811,4278.5,2119.5,1,1,1,4958152,10165.69546,502,45.77350427,12,10592156.5,9493.600811
1047,2A1_G14,G14,Plate2_drugs,2,DTT,treated,0.25,5,2A1,7,14,591,1235,1.224671754,1.51556431,8838293,7419.680189,1776.529135,39.65414023,6889603,978.9903795,3022254,2356.39883,7703,2190.5,3,1.428571429,1,232417,3673.269231,66,8.4,7,3022254,2356.39883,17534313,2447.659396,5714909,4568.148148,1844353,4067.8925,438,10.1,40,2244799,5117.44665,434,16.84375,23,5714909,4568.148148,14760311,2075.575172,4442484,3416.974249,2673476,3660.690141,725,7.786407767,91,759516,4108.428571,182,5.5,30,4442484,3416.974249,5233850,721.8581421,8904057,7460.430769,0,0,0,0,0,3985879,7872.824873,491,41.45454545,13,8904057,7460.430769
